"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"27/01/2025 07:00:00 - 27/01/2025 08:00:00","BZN|FI","Without sequence","117.12","",""
"27/01/2025 08:00:00 - 27/01/2025 09:00:00","BZN|FI","Without sequence","120.55","",""
"27/01/2025 09:00:00 - 27/01/2025 10:00:00","BZN|FI","Without sequence","101.91","",""
"27/01/2025 10:00:00 - 27/01/2025 11:00:00","BZN|FI","Without sequence","77.27","",""
"27/01/2025 11:00:00 - 27/01/2025 12:00:00","BZN|FI","Without sequence","67.31","",""
"27/01/2025 12:00:00 - 27/01/2025 13:00:00","BZN|FI","Without sequence","61.07","",""
"27/01/2025 13:00:00 - 27/01/2025 14:00:00","BZN|FI","Without sequence","62.88","",""
"27/01/2025 14:00:00 - 27/01/2025 15:00:00","BZN|FI","Without sequence","78.73","",""
"27/01/2025 15:00:00 - 27/01/2025 16:00:00","BZN|FI","Without sequence","78.95","",""
"27/01/2025 16:00:00 - 27/01/2025 17:00:00","BZN|FI","Without sequence","60.01","",""
"27/01/2025 17:00:00 - 27/01/2025 18:00:00","BZN|FI","Without sequence","47.55","",""
"27/01/2025 18:00:00 - 27/01/2025 19:00:00","BZN|FI","Without sequence","47.87","",""
"27/01/2025 19:00:00 - 27/01/2025 20:00:00","BZN|FI","Without sequence","45.91","",""
"27/01/2025 20:00:00 - 27/01/2025 21:00:00","BZN|FI","Without sequence","36.83","",""
"27/01/2025 21:00:00 - 27/01/2025 22:00:00","BZN|FI","Without sequence","32.88","",""
"27/01/2025 22:00:00 - 27/01/2025 23:00:00","BZN|FI","Without sequence","29.45","",""
"27/01/2025 23:00:00 - 28/01/2025 00:00:00","BZN|FI","Without sequence","22.27","",""
"28/01/2025 00:00:00 - 28/01/2025 01:00:00","BZN|FI","Without sequence","16.44","",""
"28/01/2025 01:00:00 - 28/01/2025 02:00:00","BZN|FI","Without sequence","17.94","",""
"28/01/2025 02:00:00 - 28/01/2025 03:00:00","BZN|FI","Without sequence","14.76","",""
"28/01/2025 03:00:00 - 28/01/2025 04:00:00","BZN|FI","Without sequence","15.34","",""
"28/01/2025 04:00:00 - 28/01/2025 05:00:00","BZN|FI","Without sequence","14.85","",""
"28/01/2025 05:00:00 - 28/01/2025 06:00:00","BZN|FI","Without sequence","17.27","",""
"28/01/2025 06:00:00 - 28/01/2025 07:00:00","BZN|FI","Without sequence","25.38","",""
"28/01/2025 07:00:00 - 28/01/2025 08:00:00","BZN|FI","Without sequence","28.28","",""
"28/01/2025 08:00:00 - 28/01/2025 09:00:00","BZN|FI","Without sequence","37.47","",""
"28/01/2025 09:00:00 - 28/01/2025 10:00:00","BZN|FI","Without sequence","51.14","",""
"28/01/2025 10:00:00 - 28/01/2025 11:00:00","BZN|FI","Without sequence","63.0","",""
"28/01/2025 11:00:00 - 28/01/2025 12:00:00","BZN|FI","Without sequence","81.21","",""
"28/01/2025 12:00:00 - 28/01/2025 13:00:00","BZN|FI","Without sequence","70.0","",""
"28/01/2025 13:00:00 - 28/01/2025 14:00:00","BZN|FI","Without sequence","87.19","",""
"28/01/2025 14:00:00 - 28/01/2025 15:00:00","BZN|FI","Without sequence","109.44","",""
"28/01/2025 15:00:00 - 28/01/2025 16:00:00","BZN|FI","Without sequence","105.56","",""
"28/01/2025 16:00:00 - 28/01/2025 17:00:00","BZN|FI","Without sequence","126.5","",""
"28/01/2025 17:00:00 - 28/01/2025 18:00:00","BZN|FI","Without sequence","125.61","",""
"28/01/2025 18:00:00 - 28/01/2025 19:00:00","BZN|FI","Without sequence","117.01","",""
"28/01/2025 19:00:00 - 28/01/2025 20:00:00","BZN|FI","Without sequence","105.08","",""
"28/01/2025 20:00:00 - 28/01/2025 21:00:00","BZN|FI","Without sequence","80.69","",""
"28/01/2025 21:00:00 - 28/01/2025 22:00:00","BZN|FI","Without sequence","67.01","",""
"28/01/2025 22:00:00 - 28/01/2025 23:00:00","BZN|FI","Without sequence","51.03","",""
"28/01/2025 23:00:00 - 29/01/2025 00:00:00","BZN|FI","Without sequence","42.21","",""
"29/01/2025 00:00:00 - 29/01/2025 01:00:00","BZN|FI","Without sequence","43.99","",""
"29/01/2025 01:00:00 - 29/01/2025 02:00:00","BZN|FI","Without sequence","42.86","",""
"29/01/2025 02:00:00 - 29/01/2025 03:00:00","BZN|FI","Without sequence","42.3","",""
"29/01/2025 03:00:00 - 29/01/2025 04:00:00","BZN|FI","Without sequence","42.0","",""
"29/01/2025 04:00:00 - 29/01/2025 05:00:00","BZN|FI","Without sequence","42.7","",""
"29/01/2025 05:00:00 - 29/01/2025 06:00:00","BZN|FI","Without sequence","43.92","",""
"29/01/2025 06:00:00 - 29/01/2025 07:00:00","BZN|FI","Without sequence","68.56","",""
"29/01/2025 07:00:00 - 29/01/2025 08:00:00","BZN|FI","Without sequence","138.29","",""
"29/01/2025 08:00:00 - 29/01/2025 09:00:00","BZN|FI","Without sequence","145.46","",""
"29/01/2025 09:00:00 - 29/01/2025 10:00:00","BZN|FI","Without sequence","130.57","",""
"29/01/2025 10:00:00 - 29/01/2025 11:00:00","BZN|FI","Without sequence","107.1","",""
"29/01/2025 11:00:00 - 29/01/2025 12:00:00","BZN|FI","Without sequence","90.8","",""
"29/01/2025 12:00:00 - 29/01/2025 13:00:00","BZN|FI","Without sequence","85.43","",""
"29/01/2025 13:00:00 - 29/01/2025 14:00:00","BZN|FI","Without sequence","83.98","",""
"29/01/2025 14:00:00 - 29/01/2025 15:00:00","BZN|FI","Without sequence","41.94","",""
"29/01/2025 15:00:00 - 29/01/2025 16:00:00","BZN|FI","Without sequence","34.0","",""
"29/01/2025 16:00:00 - 29/01/2025 17:00:00","BZN|FI","Without sequence","28.71","",""
"29/01/2025 17:00:00 - 29/01/2025 18:00:00","BZN|FI","Without sequence","23.9","",""
"29/01/2025 18:00:00 - 29/01/2025 19:00:00","BZN|FI","Without sequence","17.39","",""
"29/01/2025 19:00:00 - 29/01/2025 20:00:00","BZN|FI","Without sequence","9.04","",""
"29/01/2025 20:00:00 - 29/01/2025 21:00:00","BZN|FI","Without sequence","6.42","",""
"29/01/2025 21:00:00 - 29/01/2025 22:00:00","BZN|FI","Without sequence","5.72","",""
"29/01/2025 22:00:00 - 29/01/2025 23:00:00","BZN|FI","Without sequence","5.27","",""
"29/01/2025 23:00:00 - 30/01/2025 00:00:00","BZN|FI","Without sequence","4.56","",""
"30/01/2025 00:00:00 - 30/01/2025 01:00:00","BZN|FI","Without sequence","4.33","",""
"30/01/2025 01:00:00 - 30/01/2025 02:00:00","BZN|FI","Without sequence","4.42","",""
"30/01/2025 02:00:00 - 30/01/2025 03:00:00","BZN|FI","Without sequence","4.62","",""
"30/01/2025 03:00:00 - 30/01/2025 04:00:00","BZN|FI","Without sequence","5.04","",""
"30/01/2025 04:00:00 - 30/01/2025 05:00:00","BZN|FI","Without sequence","5.37","",""
"30/01/2025 05:00:00 - 30/01/2025 06:00:00","BZN|FI","Without sequence","5.97","",""
"30/01/2025 06:00:00 - 30/01/2025 07:00:00","BZN|FI","Without sequence","14.62","",""
"30/01/2025 07:00:00 - 30/01/2025 08:00:00","BZN|FI","Without sequence","35.07","",""
"30/01/2025 08:00:00 - 30/01/2025 09:00:00","BZN|FI","Without sequence","35.27","",""
"30/01/2025 09:00:00 - 30/01/2025 10:00:00","BZN|FI","Without sequence","33.99","",""
"30/01/2025 10:00:00 - 30/01/2025 11:00:00","BZN|FI","Without sequence","34.09","",""
"30/01/2025 11:00:00 - 30/01/2025 12:00:00","BZN|FI","Without sequence","32.61","",""
"30/01/2025 12:00:00 - 30/01/2025 13:00:00","BZN|FI","Without sequence","29.14","",""
"30/01/2025 13:00:00 - 30/01/2025 14:00:00","BZN|FI","Without sequence","22.27","",""
"30/01/2025 14:00:00 - 30/01/2025 15:00:00","BZN|FI","Without sequence","27.36","",""
"30/01/2025 15:00:00 - 30/01/2025 16:00:00","BZN|FI","Without sequence","43.71","",""
"30/01/2025 16:00:00 - 30/01/2025 17:00:00","BZN|FI","Without sequence","53.97","",""
"30/01/2025 17:00:00 - 30/01/2025 18:00:00","BZN|FI","Without sequence","69.39","",""
"30/01/2025 18:00:00 - 30/01/2025 19:00:00","BZN|FI","Without sequence","59.14","",""
"30/01/2025 19:00:00 - 30/01/2025 20:00:00","BZN|FI","Without sequence","63.75","",""
"30/01/2025 20:00:00 - 30/01/2025 21:00:00","BZN|FI","Without sequence","30.09","",""
"30/01/2025 21:00:00 - 30/01/2025 22:00:00","BZN|FI","Without sequence","8.18","",""
"30/01/2025 22:00:00 - 30/01/2025 23:00:00","BZN|FI","Without sequence","5.68","",""
"30/01/2025 23:00:00 - 31/01/2025 00:00:00","BZN|FI","Without sequence","5.31","",""
"31/01/2025 00:00:00 - 31/01/2025 01:00:00","BZN|FI","Without sequence","4.86","",""
"31/01/2025 01:00:00 - 31/01/2025 02:00:00","BZN|FI","Without sequence","4.58","",""
"31/01/2025 02:00:00 - 31/01/2025 03:00:00","BZN|FI","Without sequence","4.58","",""
"31/01/2025 03:00:00 - 31/01/2025 04:00:00","BZN|FI","Without sequence","4.66","",""
"31/01/2025 04:00:00 - 31/01/2025 05:00:00","BZN|FI","Without sequence","4.84","",""
"31/01/2025 05:00:00 - 31/01/2025 06:00:00","BZN|FI","Without sequence","5.19","",""
"31/01/2025 06:00:00 - 31/01/2025 07:00:00","BZN|FI","Without sequence","19.8","",""
"31/01/2025 07:00:00 - 31/01/2025 08:00:00","BZN|FI","Without sequence","55.62","",""
"31/01/2025 08:00:00 - 31/01/2025 09:00:00","BZN|FI","Without sequence","73.7","",""
"31/01/2025 09:00:00 - 31/01/2025 10:00:00","BZN|FI","Without sequence","89.99","",""
"31/01/2025 10:00:00 - 31/01/2025 11:00:00","BZN|FI","Without sequence","90.0","",""
"31/01/2025 11:00:00 - 31/01/2025 12:00:00","BZN|FI","Without sequence","89.99","",""
"31/01/2025 12:00:00 - 31/01/2025 13:00:00","BZN|FI","Without sequence","80.0","",""
"31/01/2025 13:00:00 - 31/01/2025 14:00:00","BZN|FI","Without sequence","79.99","",""
"31/01/2025 14:00:00 - 31/01/2025 15:00:00","BZN|FI","Without sequence","64.39","",""
"31/01/2025 15:00:00 - 31/01/2025 16:00:00","BZN|FI","Without sequence","85.01","",""
"31/01/2025 16:00:00 - 31/01/2025 17:00:00","BZN|FI","Without sequence","94.84","",""
"31/01/2025 17:00:00 - 31/01/2025 18:00:00","BZN|FI","Without sequence","99.33","",""
"31/01/2025 18:00:00 - 31/01/2025 19:00:00","BZN|FI","Without sequence","90.0","",""
"31/01/2025 19:00:00 - 31/01/2025 20:00:00","BZN|FI","Without sequence","90.0","",""
"31/01/2025 20:00:00 - 31/01/2025 21:00:00","BZN|FI","Without sequence","49.97","",""
"31/01/2025 21:00:00 - 31/01/2025 22:00:00","BZN|FI","Without sequence","60.43","",""
"31/01/2025 22:00:00 - 31/01/2025 23:00:00","BZN|FI","Without sequence","23.01","",""
"31/01/2025 23:00:00 - 01/02/2025 00:00:00","BZN|FI","Without sequence","5.07","",""
"01/02/2025 00:00:00 - 01/02/2025 01:00:00","BZN|FI","Without sequence","5.01","",""
"01/02/2025 01:00:00 - 01/02/2025 02:00:00","BZN|FI","Without sequence","3.63","",""
"01/02/2025 02:00:00 - 01/02/2025 03:00:00","BZN|FI","Without sequence","3.08","",""
"01/02/2025 03:00:00 - 01/02/2025 04:00:00","BZN|FI","Without sequence","2.74","",""
"01/02/2025 04:00:00 - 01/02/2025 05:00:00","BZN|FI","Without sequence","2.36","",""
"01/02/2025 05:00:00 - 01/02/2025 06:00:00","BZN|FI","Without sequence","2.52","",""
"01/02/2025 06:00:00 - 01/02/2025 07:00:00","BZN|FI","Without sequence","2.94","",""
"01/02/2025 07:00:00 - 01/02/2025 08:00:00","BZN|FI","Without sequence","3.49","",""
"01/02/2025 08:00:00 - 01/02/2025 09:00:00","BZN|FI","Without sequence","3.7","",""
"01/02/2025 09:00:00 - 01/02/2025 10:00:00","BZN|FI","Without sequence","4.22","",""
"01/02/2025 10:00:00 - 01/02/2025 11:00:00","BZN|FI","Without sequence","4.81","",""
"01/02/2025 11:00:00 - 01/02/2025 12:00:00","BZN|FI","Without sequence","5.11","",""
"01/02/2025 12:00:00 - 01/02/2025 13:00:00","BZN|FI","Without sequence","6.85","",""
"01/02/2025 13:00:00 - 01/02/2025 14:00:00","BZN|FI","Without sequence","12.76","",""
"01/02/2025 14:00:00 - 01/02/2025 15:00:00","BZN|FI","Without sequence","5.38","",""
"01/02/2025 15:00:00 - 01/02/2025 16:00:00","BZN|FI","Without sequence","6.4","",""
"01/02/2025 16:00:00 - 01/02/2025 17:00:00","BZN|FI","Without sequence","20.0","",""
"01/02/2025 17:00:00 - 01/02/2025 18:00:00","BZN|FI","Without sequence","31.69","",""
"01/02/2025 18:00:00 - 01/02/2025 19:00:00","BZN|FI","Without sequence","36.78","",""
"01/02/2025 19:00:00 - 01/02/2025 20:00:00","BZN|FI","Without sequence","20.42","",""
"01/02/2025 20:00:00 - 01/02/2025 21:00:00","BZN|FI","Without sequence","6.64","",""
"01/02/2025 21:00:00 - 01/02/2025 22:00:00","BZN|FI","Without sequence","17.38","",""
"01/02/2025 22:00:00 - 01/02/2025 23:00:00","BZN|FI","Without sequence","18.92","",""
"01/02/2025 23:00:00 - 02/02/2025 00:00:00","BZN|FI","Without sequence","15.66","",""
"02/02/2025 00:00:00 - 02/02/2025 01:00:00","BZN|FI","Without sequence","10.55","",""
"02/02/2025 01:00:00 - 02/02/2025 02:00:00","BZN|FI","Without sequence","6.81","",""
"02/02/2025 02:00:00 - 02/02/2025 03:00:00","BZN|FI","Without sequence","6.87","",""
"02/02/2025 03:00:00 - 02/02/2025 04:00:00","BZN|FI","Without sequence","6.65","",""
"02/02/2025 04:00:00 - 02/02/2025 05:00:00","BZN|FI","Without sequence","6.52","",""
"02/02/2025 05:00:00 - 02/02/2025 06:00:00","BZN|FI","Without sequence","6.81","",""
"02/02/2025 06:00:00 - 02/02/2025 07:00:00","BZN|FI","Without sequence","7.01","",""
"02/02/2025 07:00:00 - 02/02/2025 08:00:00","BZN|FI","Without sequence","8.73","",""
"02/02/2025 08:00:00 - 02/02/2025 09:00:00","BZN|FI","Without sequence","8.62","",""
"02/02/2025 09:00:00 - 02/02/2025 10:00:00","BZN|FI","Without sequence","11.33","",""
"02/02/2025 10:00:00 - 02/02/2025 11:00:00","BZN|FI","Without sequence","13.41","",""
"02/02/2025 11:00:00 - 02/02/2025 12:00:00","BZN|FI","Without sequence","17.12","",""
"02/02/2025 12:00:00 - 02/02/2025 13:00:00","BZN|FI","Without sequence","17.68","",""
"02/02/2025 13:00:00 - 02/02/2025 14:00:00","BZN|FI","Without sequence","17.42","",""
"02/02/2025 14:00:00 - 02/02/2025 15:00:00","BZN|FI","Without sequence","17.06","",""
"02/02/2025 15:00:00 - 02/02/2025 16:00:00","BZN|FI","Without sequence","15.81","",""
"02/02/2025 16:00:00 - 02/02/2025 17:00:00","BZN|FI","Without sequence","16.1","",""
"02/02/2025 17:00:00 - 02/02/2025 18:00:00","BZN|FI","Without sequence","21.17","",""
"02/02/2025 18:00:00 - 02/02/2025 19:00:00","BZN|FI","Without sequence","21.49","",""
"02/02/2025 19:00:00 - 02/02/2025 20:00:00","BZN|FI","Without sequence","30.84","",""
"02/02/2025 20:00:00 - 02/02/2025 21:00:00","BZN|FI","Without sequence","21.74","",""
"02/02/2025 21:00:00 - 02/02/2025 22:00:00","BZN|FI","Without sequence","29.98","",""
"02/02/2025 22:00:00 - 02/02/2025 23:00:00","BZN|FI","Without sequence","33.27","",""
"02/02/2025 23:00:00 - 03/02/2025 00:00:00","BZN|FI","Without sequence","30.94","",""
"03/02/2025 00:00:00 - 03/02/2025 01:00:00","BZN|FI","Without sequence","20.32","",""
"03/02/2025 01:00:00 - 03/02/2025 02:00:00","BZN|FI","Without sequence","20.7","",""
"03/02/2025 02:00:00 - 03/02/2025 03:00:00","BZN|FI","Without sequence","21.09","",""
"03/02/2025 03:00:00 - 03/02/2025 04:00:00","BZN|FI","Without sequence","21.31","",""
"03/02/2025 04:00:00 - 03/02/2025 05:00:00","BZN|FI","Without sequence","27.52","",""
"03/02/2025 05:00:00 - 03/02/2025 06:00:00","BZN|FI","Without sequence","46.63","",""
"03/02/2025 06:00:00 - 03/02/2025 07:00:00","BZN|FI","Without sequence","49.32","",""
"03/02/2025 07:00:00 - 03/02/2025 08:00:00","BZN|FI","Without sequence","93.47","",""
"03/02/2025 08:00:00 - 03/02/2025 09:00:00","BZN|FI","Without sequence","90.01","",""
"03/02/2025 09:00:00 - 03/02/2025 10:00:00","BZN|FI","Without sequence","123.3","",""
"03/02/2025 10:00:00 - 03/02/2025 11:00:00","BZN|FI","Without sequence","149.95","",""
"03/02/2025 11:00:00 - 03/02/2025 12:00:00","BZN|FI","Without sequence","126.73","",""
"03/02/2025 12:00:00 - 03/02/2025 13:00:00","BZN|FI","Without sequence","117.72","",""
"03/02/2025 13:00:00 - 03/02/2025 14:00:00","BZN|FI","Without sequence","115.53","",""
"03/02/2025 14:00:00 - 03/02/2025 15:00:00","BZN|FI","Without sequence","124.69","",""
"03/02/2025 15:00:00 - 03/02/2025 16:00:00","BZN|FI","Without sequence","147.22","",""
"03/02/2025 16:00:00 - 03/02/2025 17:00:00","BZN|FI","Without sequence","169.47","",""
"03/02/2025 17:00:00 - 03/02/2025 18:00:00","BZN|FI","Without sequence","213.98","",""
"03/02/2025 18:00:00 - 03/02/2025 19:00:00","BZN|FI","Without sequence","202.71","",""
"03/02/2025 19:00:00 - 03/02/2025 20:00:00","BZN|FI","Without sequence","201.1","",""
"03/02/2025 20:00:00 - 03/02/2025 21:00:00","BZN|FI","Without sequence","164.96","",""
"03/02/2025 21:00:00 - 03/02/2025 22:00:00","BZN|FI","Without sequence","153.01","",""
"03/02/2025 22:00:00 - 03/02/2025 23:00:00","BZN|FI","Without sequence","108.85","",""
"03/02/2025 23:00:00 - 04/02/2025 00:00:00","BZN|FI","Without sequence","85.06","",""
"04/02/2025 00:00:00 - 04/02/2025 01:00:00","BZN|FI","Without sequence","80.04","",""
"04/02/2025 01:00:00 - 04/02/2025 02:00:00","BZN|FI","Without sequence","75.61","",""
"04/02/2025 02:00:00 - 04/02/2025 03:00:00","BZN|FI","Without sequence","70.05","",""
"04/02/2025 03:00:00 - 04/02/2025 04:00:00","BZN|FI","Without sequence","74.6","",""
"04/02/2025 04:00:00 - 04/02/2025 05:00:00","BZN|FI","Without sequence","85.04","",""
"04/02/2025 05:00:00 - 04/02/2025 06:00:00","BZN|FI","Without sequence","127.63","",""
"04/02/2025 06:00:00 - 04/02/2025 07:00:00","BZN|FI","Without sequence","155.41","",""
"04/02/2025 07:00:00 - 04/02/2025 08:00:00","BZN|FI","Without sequence","230.0","",""
"04/02/2025 08:00:00 - 04/02/2025 09:00:00","BZN|FI","Without sequence","297.28","",""
"04/02/2025 09:00:00 - 04/02/2025 10:00:00","BZN|FI","Without sequence","240.09","",""
"04/02/2025 10:00:00 - 04/02/2025 11:00:00","BZN|FI","Without sequence","134.94","",""
"04/02/2025 11:00:00 - 04/02/2025 12:00:00","BZN|FI","Without sequence","107.38","",""
"04/02/2025 12:00:00 - 04/02/2025 13:00:00","BZN|FI","Without sequence","101.91","",""
"04/02/2025 13:00:00 - 04/02/2025 14:00:00","BZN|FI","Without sequence","73.11","",""
"04/02/2025 14:00:00 - 04/02/2025 15:00:00","BZN|FI","Without sequence","57.0","",""
"04/02/2025 15:00:00 - 04/02/2025 16:00:00","BZN|FI","Without sequence","56.65","",""
"04/02/2025 16:00:00 - 04/02/2025 17:00:00","BZN|FI","Without sequence","21.17","",""
"04/02/2025 17:00:00 - 04/02/2025 18:00:00","BZN|FI","Without sequence","6.34","",""
"04/02/2025 18:00:00 - 04/02/2025 19:00:00","BZN|FI","Without sequence","5.9","",""
"04/02/2025 19:00:00 - 04/02/2025 20:00:00","BZN|FI","Without sequence","5.41","",""
"04/02/2025 20:00:00 - 04/02/2025 21:00:00","BZN|FI","Without sequence","4.53","",""
"04/02/2025 21:00:00 - 04/02/2025 22:00:00","BZN|FI","Without sequence","4.34","",""
"04/02/2025 22:00:00 - 04/02/2025 23:00:00","BZN|FI","Without sequence","3.8","",""
"04/02/2025 23:00:00 - 05/02/2025 00:00:00","BZN|FI","Without sequence","2.88","",""
"05/02/2025 00:00:00 - 05/02/2025 01:00:00","BZN|FI","Without sequence","2.6","",""
"05/02/2025 01:00:00 - 05/02/2025 02:00:00","BZN|FI","Without sequence","2.09","",""
"05/02/2025 02:00:00 - 05/02/2025 03:00:00","BZN|FI","Without sequence","1.99","",""
"05/02/2025 03:00:00 - 05/02/2025 04:00:00","BZN|FI","Without sequence","2.0","",""
"05/02/2025 04:00:00 - 05/02/2025 05:00:00","BZN|FI","Without sequence","2.96","",""
"05/02/2025 05:00:00 - 05/02/2025 06:00:00","BZN|FI","Without sequence","4.01","",""
"05/02/2025 06:00:00 - 05/02/2025 07:00:00","BZN|FI","Without sequence","4.16","",""
"05/02/2025 07:00:00 - 05/02/2025 08:00:00","BZN|FI","Without sequence","4.72","",""
"05/02/2025 08:00:00 - 05/02/2025 09:00:00","BZN|FI","Without sequence","5.22","",""
"05/02/2025 09:00:00 - 05/02/2025 10:00:00","BZN|FI","Without sequence","5.29","",""
"05/02/2025 10:00:00 - 05/02/2025 11:00:00","BZN|FI","Without sequence","5.44","",""
"05/02/2025 11:00:00 - 05/02/2025 12:00:00","BZN|FI","Without sequence","5.29","",""
"05/02/2025 12:00:00 - 05/02/2025 13:00:00","BZN|FI","Without sequence","5.15","",""
"05/02/2025 13:00:00 - 05/02/2025 14:00:00","BZN|FI","Without sequence","4.97","",""
"05/02/2025 14:00:00 - 05/02/2025 15:00:00","BZN|FI","Without sequence","4.92","",""
"05/02/2025 15:00:00 - 05/02/2025 16:00:00","BZN|FI","Without sequence","4.95","",""
"05/02/2025 16:00:00 - 05/02/2025 17:00:00","BZN|FI","Without sequence","4.94","",""
"05/02/2025 17:00:00 - 05/02/2025 18:00:00","BZN|FI","Without sequence","5.14","",""
"05/02/2025 18:00:00 - 05/02/2025 19:00:00","BZN|FI","Without sequence","5.35","",""
"05/02/2025 19:00:00 - 05/02/2025 20:00:00","BZN|FI","Without sequence","18.99","",""
"05/02/2025 20:00:00 - 05/02/2025 21:00:00","BZN|FI","Without sequence","17.55","",""
"05/02/2025 21:00:00 - 05/02/2025 22:00:00","BZN|FI","Without sequence","24.06","",""
"05/02/2025 22:00:00 - 05/02/2025 23:00:00","BZN|FI","Without sequence","19.39","",""
"05/02/2025 23:00:00 - 06/02/2025 00:00:00","BZN|FI","Without sequence","7.58","",""
"06/02/2025 00:00:00 - 06/02/2025 01:00:00","BZN|FI","Without sequence","3.26","",""
"06/02/2025 01:00:00 - 06/02/2025 02:00:00","BZN|FI","Without sequence","3.35","",""
"06/02/2025 02:00:00 - 06/02/2025 03:00:00","BZN|FI","Without sequence","3.42","",""
"06/02/2025 03:00:00 - 06/02/2025 04:00:00","BZN|FI","Without sequence","3.62","",""
"06/02/2025 04:00:00 - 06/02/2025 05:00:00","BZN|FI","Without sequence","17.88","",""
"06/02/2025 05:00:00 - 06/02/2025 06:00:00","BZN|FI","Without sequence","48.13","",""
"06/02/2025 06:00:00 - 06/02/2025 07:00:00","BZN|FI","Without sequence","59.99","",""
"06/02/2025 07:00:00 - 06/02/2025 08:00:00","BZN|FI","Without sequence","140.06","",""
"06/02/2025 08:00:00 - 06/02/2025 09:00:00","BZN|FI","Without sequence","201.68","",""
"06/02/2025 09:00:00 - 06/02/2025 10:00:00","BZN|FI","Without sequence","179.16","",""
"06/02/2025 10:00:00 - 06/02/2025 11:00:00","BZN|FI","Without sequence","159.4","",""
"06/02/2025 11:00:00 - 06/02/2025 12:00:00","BZN|FI","Without sequence","123.64","",""
"06/02/2025 12:00:00 - 06/02/2025 13:00:00","BZN|FI","Without sequence","96.37","",""
"06/02/2025 13:00:00 - 06/02/2025 14:00:00","BZN|FI","Without sequence","81.42","",""
"06/02/2025 14:00:00 - 06/02/2025 15:00:00","BZN|FI","Without sequence","63.47","",""
"06/02/2025 15:00:00 - 06/02/2025 16:00:00","BZN|FI","Without sequence","34.99","",""
"06/02/2025 16:00:00 - 06/02/2025 17:00:00","BZN|FI","Without sequence","35.0","",""
"06/02/2025 17:00:00 - 06/02/2025 18:00:00","BZN|FI","Without sequence","36.02","",""
"06/02/2025 18:00:00 - 06/02/2025 19:00:00","BZN|FI","Without sequence","29.18","",""
"06/02/2025 19:00:00 - 06/02/2025 20:00:00","BZN|FI","Without sequence","9.86","",""
"06/02/2025 20:00:00 - 06/02/2025 21:00:00","BZN|FI","Without sequence","3.22","",""
"06/02/2025 21:00:00 - 06/02/2025 22:00:00","BZN|FI","Without sequence","3.32","",""
"06/02/2025 22:00:00 - 06/02/2025 23:00:00","BZN|FI","Without sequence","3.31","",""
"06/02/2025 23:00:00 - 07/02/2025 00:00:00","BZN|FI","Without sequence","3.02","",""
"07/02/2025 00:00:00 - 07/02/2025 01:00:00","BZN|FI","Without sequence","3.37","",""
"07/02/2025 01:00:00 - 07/02/2025 02:00:00","BZN|FI","Without sequence","2.99","",""
"07/02/2025 02:00:00 - 07/02/2025 03:00:00","BZN|FI","Without sequence","2.99","",""
"07/02/2025 03:00:00 - 07/02/2025 04:00:00","BZN|FI","Without sequence","3.28","",""
"07/02/2025 04:00:00 - 07/02/2025 05:00:00","BZN|FI","Without sequence","3.47","",""
"07/02/2025 05:00:00 - 07/02/2025 06:00:00","BZN|FI","Without sequence","4.22","",""
"07/02/2025 06:00:00 - 07/02/2025 07:00:00","BZN|FI","Without sequence","5.41","",""
"07/02/2025 07:00:00 - 07/02/2025 08:00:00","BZN|FI","Without sequence","6.39","",""
"07/02/2025 08:00:00 - 07/02/2025 09:00:00","BZN|FI","Without sequence","7.82","",""
"07/02/2025 09:00:00 - 07/02/2025 10:00:00","BZN|FI","Without sequence","10.0","",""
"07/02/2025 10:00:00 - 07/02/2025 11:00:00","BZN|FI","Without sequence","8.7","",""
"07/02/2025 11:00:00 - 07/02/2025 12:00:00","BZN|FI","Without sequence","8.77","",""
"07/02/2025 12:00:00 - 07/02/2025 13:00:00","BZN|FI","Without sequence","11.27","",""
"07/02/2025 13:00:00 - 07/02/2025 14:00:00","BZN|FI","Without sequence","12.4","",""
"07/02/2025 14:00:00 - 07/02/2025 15:00:00","BZN|FI","Without sequence","12.33","",""
"07/02/2025 15:00:00 - 07/02/2025 16:00:00","BZN|FI","Without sequence","12.43","",""
"07/02/2025 16:00:00 - 07/02/2025 17:00:00","BZN|FI","Without sequence","12.35","",""
"07/02/2025 17:00:00 - 07/02/2025 18:00:00","BZN|FI","Without sequence","13.16","",""
"07/02/2025 18:00:00 - 07/02/2025 19:00:00","BZN|FI","Without sequence","22.78","",""
"07/02/2025 19:00:00 - 07/02/2025 20:00:00","BZN|FI","Without sequence","23.76","",""
"07/02/2025 20:00:00 - 07/02/2025 21:00:00","BZN|FI","Without sequence","19.22","",""
"07/02/2025 21:00:00 - 07/02/2025 22:00:00","BZN|FI","Without sequence","9.99","",""
"07/02/2025 22:00:00 - 07/02/2025 23:00:00","BZN|FI","Without sequence","7.92","",""
"07/02/2025 23:00:00 - 08/02/2025 00:00:00","BZN|FI","Without sequence","5.94","",""
"08/02/2025 00:00:00 - 08/02/2025 01:00:00","BZN|FI","Without sequence","5.19","",""
"08/02/2025 01:00:00 - 08/02/2025 02:00:00","BZN|FI","Without sequence","4.82","",""
"08/02/2025 02:00:00 - 08/02/2025 03:00:00","BZN|FI","Without sequence","4.75","",""
