"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"30/01/2020 23:00:00 - 31/01/2020 00:00:00","BZN|FI","Without sequence","19.56","",""
"31/01/2020 00:00:00 - 31/01/2020 01:00:00","BZN|FI","Without sequence","17.47","",""
"31/01/2020 01:00:00 - 31/01/2020 02:00:00","BZN|FI","Without sequence","15.98","",""
"31/01/2020 02:00:00 - 31/01/2020 03:00:00","BZN|FI","Without sequence","15.62","",""
"31/01/2020 03:00:00 - 31/01/2020 04:00:00","BZN|FI","Without sequence","15.74","",""
"31/01/2020 04:00:00 - 31/01/2020 05:00:00","BZN|FI","Without sequence","16.75","",""
"31/01/2020 05:00:00 - 31/01/2020 06:00:00","BZN|FI","Without sequence","25.09","",""
"31/01/2020 06:00:00 - 31/01/2020 07:00:00","BZN|FI","Without sequence","32.56","",""
"31/01/2020 07:00:00 - 31/01/2020 08:00:00","BZN|FI","Without sequence","42.52","",""
"31/01/2020 08:00:00 - 31/01/2020 09:00:00","BZN|FI","Without sequence","34.41","",""
"31/01/2020 09:00:00 - 31/01/2020 10:00:00","BZN|FI","Without sequence","30.01","",""
"31/01/2020 10:00:00 - 31/01/2020 11:00:00","BZN|FI","Without sequence","31.17","",""
"31/01/2020 11:00:00 - 31/01/2020 12:00:00","BZN|FI","Without sequence","30.03","",""
"31/01/2020 12:00:00 - 31/01/2020 13:00:00","BZN|FI","Without sequence","30.1","",""
"31/01/2020 13:00:00 - 31/01/2020 14:00:00","BZN|FI","Without sequence","27.69","",""
"31/01/2020 14:00:00 - 31/01/2020 15:00:00","BZN|FI","Without sequence","24.23","",""
"31/01/2020 15:00:00 - 31/01/2020 16:00:00","BZN|FI","Without sequence","26.1","",""
"31/01/2020 16:00:00 - 31/01/2020 17:00:00","BZN|FI","Without sequence","30.05","",""
"31/01/2020 17:00:00 - 31/01/2020 18:00:00","BZN|FI","Without sequence","30.09","",""
"31/01/2020 18:00:00 - 31/01/2020 19:00:00","BZN|FI","Without sequence","31.38","",""
"31/01/2020 19:00:00 - 31/01/2020 20:00:00","BZN|FI","Without sequence","21.72","",""
"31/01/2020 20:00:00 - 31/01/2020 21:00:00","BZN|FI","Without sequence","19.09","",""
"31/01/2020 21:00:00 - 31/01/2020 22:00:00","BZN|FI","Without sequence","18.71","",""
"31/01/2020 22:00:00 - 31/01/2020 23:00:00","BZN|FI","Without sequence","18.3","",""
"31/01/2020 23:00:00 - 01/02/2020 00:00:00","BZN|FI","Without sequence","17.09","",""
"01/02/2020 00:00:00 - 01/02/2020 01:00:00","BZN|FI","Without sequence","14.87","",""
"01/02/2020 01:00:00 - 01/02/2020 02:00:00","BZN|FI","Without sequence","14.33","",""
"01/02/2020 02:00:00 - 01/02/2020 03:00:00","BZN|FI","Without sequence","14.21","",""
"01/02/2020 03:00:00 - 01/02/2020 04:00:00","BZN|FI","Without sequence","13.61","",""
"01/02/2020 04:00:00 - 01/02/2020 05:00:00","BZN|FI","Without sequence","12.69","",""
"01/02/2020 05:00:00 - 01/02/2020 06:00:00","BZN|FI","Without sequence","12.14","",""
"01/02/2020 06:00:00 - 01/02/2020 07:00:00","BZN|FI","Without sequence","10.37","",""
"01/02/2020 07:00:00 - 01/02/2020 08:00:00","BZN|FI","Without sequence","10.36","",""
"01/02/2020 08:00:00 - 01/02/2020 09:00:00","BZN|FI","Without sequence","14.1","",""
"01/02/2020 09:00:00 - 01/02/2020 10:00:00","BZN|FI","Without sequence","14.7","",""
"01/02/2020 10:00:00 - 01/02/2020 11:00:00","BZN|FI","Without sequence","14.74","",""
"01/02/2020 11:00:00 - 01/02/2020 12:00:00","BZN|FI","Without sequence","14.47","",""
"01/02/2020 12:00:00 - 01/02/2020 13:00:00","BZN|FI","Without sequence","14.07","",""
"01/02/2020 13:00:00 - 01/02/2020 14:00:00","BZN|FI","Without sequence","14.45","",""
"01/02/2020 14:00:00 - 01/02/2020 15:00:00","BZN|FI","Without sequence","13.18","",""
"01/02/2020 15:00:00 - 01/02/2020 16:00:00","BZN|FI","Without sequence","14.98","",""
"01/02/2020 16:00:00 - 01/02/2020 17:00:00","BZN|FI","Without sequence","16.3","",""
"01/02/2020 17:00:00 - 01/02/2020 18:00:00","BZN|FI","Without sequence","16.79","",""
"01/02/2020 18:00:00 - 01/02/2020 19:00:00","BZN|FI","Without sequence","16.97","",""
"01/02/2020 19:00:00 - 01/02/2020 20:00:00","BZN|FI","Without sequence","15.99","",""
"01/02/2020 20:00:00 - 01/02/2020 21:00:00","BZN|FI","Without sequence","13.85","",""
"01/02/2020 21:00:00 - 01/02/2020 22:00:00","BZN|FI","Without sequence","13.3","",""
"01/02/2020 22:00:00 - 01/02/2020 23:00:00","BZN|FI","Without sequence","13.61","",""
"01/02/2020 23:00:00 - 02/02/2020 00:00:00","BZN|FI","Without sequence","13.55","",""
"02/02/2020 00:00:00 - 02/02/2020 01:00:00","BZN|FI","Without sequence","12.08","",""
"02/02/2020 01:00:00 - 02/02/2020 02:00:00","BZN|FI","Without sequence","11.44","",""
"02/02/2020 02:00:00 - 02/02/2020 03:00:00","BZN|FI","Without sequence","10.97","",""
"02/02/2020 03:00:00 - 02/02/2020 04:00:00","BZN|FI","Without sequence","9.82","",""
"02/02/2020 04:00:00 - 02/02/2020 05:00:00","BZN|FI","Without sequence","7.64","",""
"02/02/2020 05:00:00 - 02/02/2020 06:00:00","BZN|FI","Without sequence","11.53","",""
"02/02/2020 06:00:00 - 02/02/2020 07:00:00","BZN|FI","Without sequence","10.2","",""
"02/02/2020 07:00:00 - 02/02/2020 08:00:00","BZN|FI","Without sequence","10.02","",""
"02/02/2020 08:00:00 - 02/02/2020 09:00:00","BZN|FI","Without sequence","14.86","",""
"02/02/2020 09:00:00 - 02/02/2020 10:00:00","BZN|FI","Without sequence","16.79","",""
"02/02/2020 10:00:00 - 02/02/2020 11:00:00","BZN|FI","Without sequence","17.01","",""
"02/02/2020 11:00:00 - 02/02/2020 12:00:00","BZN|FI","Without sequence","17.01","",""
"02/02/2020 12:00:00 - 02/02/2020 13:00:00","BZN|FI","Without sequence","16.96","",""
"02/02/2020 13:00:00 - 02/02/2020 14:00:00","BZN|FI","Without sequence","16.94","",""
"02/02/2020 14:00:00 - 02/02/2020 15:00:00","BZN|FI","Without sequence","16.99","",""
"02/02/2020 15:00:00 - 02/02/2020 16:00:00","BZN|FI","Without sequence","17.41","",""
"02/02/2020 16:00:00 - 02/02/2020 17:00:00","BZN|FI","Without sequence","18.0","",""
"02/02/2020 17:00:00 - 02/02/2020 18:00:00","BZN|FI","Without sequence","18.91","",""
"02/02/2020 18:00:00 - 02/02/2020 19:00:00","BZN|FI","Without sequence","18.86","",""
"02/02/2020 19:00:00 - 02/02/2020 20:00:00","BZN|FI","Without sequence","18.42","",""
"02/02/2020 20:00:00 - 02/02/2020 21:00:00","BZN|FI","Without sequence","17.83","",""
"02/02/2020 21:00:00 - 02/02/2020 22:00:00","BZN|FI","Without sequence","17.73","",""
"02/02/2020 22:00:00 - 02/02/2020 23:00:00","BZN|FI","Without sequence","17.57","",""
"02/02/2020 23:00:00 - 03/02/2020 00:00:00","BZN|FI","Without sequence","16.96","",""
"03/02/2020 00:00:00 - 03/02/2020 01:00:00","BZN|FI","Without sequence","16.31","",""
"03/02/2020 01:00:00 - 03/02/2020 02:00:00","BZN|FI","Without sequence","15.65","",""
"03/02/2020 02:00:00 - 03/02/2020 03:00:00","BZN|FI","Without sequence","15.35","",""
"03/02/2020 03:00:00 - 03/02/2020 04:00:00","BZN|FI","Without sequence","15.35","",""
"03/02/2020 04:00:00 - 03/02/2020 05:00:00","BZN|FI","Without sequence","16.31","",""
"03/02/2020 05:00:00 - 03/02/2020 06:00:00","BZN|FI","Without sequence","17.58","",""
"03/02/2020 06:00:00 - 03/02/2020 07:00:00","BZN|FI","Without sequence","34.04","",""
"03/02/2020 07:00:00 - 03/02/2020 08:00:00","BZN|FI","Without sequence","36.49","",""
"03/02/2020 08:00:00 - 03/02/2020 09:00:00","BZN|FI","Without sequence","39.97","",""
"03/02/2020 09:00:00 - 03/02/2020 10:00:00","BZN|FI","Without sequence","39.26","",""
"03/02/2020 10:00:00 - 03/02/2020 11:00:00","BZN|FI","Without sequence","35.52","",""
"03/02/2020 11:00:00 - 03/02/2020 12:00:00","BZN|FI","Without sequence","32.18","",""
"03/02/2020 12:00:00 - 03/02/2020 13:00:00","BZN|FI","Without sequence","25.99","",""
"03/02/2020 13:00:00 - 03/02/2020 14:00:00","BZN|FI","Without sequence","28.38","",""
"03/02/2020 14:00:00 - 03/02/2020 15:00:00","BZN|FI","Without sequence","28.73","",""
"03/02/2020 15:00:00 - 03/02/2020 16:00:00","BZN|FI","Without sequence","27.62","",""
"03/02/2020 16:00:00 - 03/02/2020 17:00:00","BZN|FI","Without sequence","32.47","",""
"03/02/2020 17:00:00 - 03/02/2020 18:00:00","BZN|FI","Without sequence","37.62","",""
"03/02/2020 18:00:00 - 03/02/2020 19:00:00","BZN|FI","Without sequence","37.08","",""
"03/02/2020 19:00:00 - 03/02/2020 20:00:00","BZN|FI","Without sequence","23.81","",""
"03/02/2020 20:00:00 - 03/02/2020 21:00:00","BZN|FI","Without sequence","19.95","",""
"03/02/2020 21:00:00 - 03/02/2020 22:00:00","BZN|FI","Without sequence","19.27","",""
"03/02/2020 22:00:00 - 03/02/2020 23:00:00","BZN|FI","Without sequence","18.72","",""
"03/02/2020 23:00:00 - 04/02/2020 00:00:00","BZN|FI","Without sequence","17.98","",""
"04/02/2020 00:00:00 - 04/02/2020 01:00:00","BZN|FI","Without sequence","17.7","",""
"04/02/2020 01:00:00 - 04/02/2020 02:00:00","BZN|FI","Without sequence","17.13","",""
"04/02/2020 02:00:00 - 04/02/2020 03:00:00","BZN|FI","Without sequence","16.51","",""
"04/02/2020 03:00:00 - 04/02/2020 04:00:00","BZN|FI","Without sequence","16.07","",""
"04/02/2020 04:00:00 - 04/02/2020 05:00:00","BZN|FI","Without sequence","16.77","",""
"04/02/2020 05:00:00 - 04/02/2020 06:00:00","BZN|FI","Without sequence","33.16","",""
"04/02/2020 06:00:00 - 04/02/2020 07:00:00","BZN|FI","Without sequence","49.51","",""
"04/02/2020 07:00:00 - 04/02/2020 08:00:00","BZN|FI","Without sequence","54.62","",""
"04/02/2020 08:00:00 - 04/02/2020 09:00:00","BZN|FI","Without sequence","56.19","",""
"04/02/2020 09:00:00 - 04/02/2020 10:00:00","BZN|FI","Without sequence","56.94","",""
"04/02/2020 10:00:00 - 04/02/2020 11:00:00","BZN|FI","Without sequence","56.21","",""
"04/02/2020 11:00:00 - 04/02/2020 12:00:00","BZN|FI","Without sequence","33.92","",""
"04/02/2020 12:00:00 - 04/02/2020 13:00:00","BZN|FI","Without sequence","31.1","",""
"04/02/2020 13:00:00 - 04/02/2020 14:00:00","BZN|FI","Without sequence","36.07","",""
"04/02/2020 14:00:00 - 04/02/2020 15:00:00","BZN|FI","Without sequence","55.06","",""
"04/02/2020 15:00:00 - 04/02/2020 16:00:00","BZN|FI","Without sequence","42.1","",""
"04/02/2020 16:00:00 - 04/02/2020 17:00:00","BZN|FI","Without sequence","51.13","",""
"04/02/2020 17:00:00 - 04/02/2020 18:00:00","BZN|FI","Without sequence","53.91","",""
"04/02/2020 18:00:00 - 04/02/2020 19:00:00","BZN|FI","Without sequence","49.74","",""
"04/02/2020 19:00:00 - 04/02/2020 20:00:00","BZN|FI","Without sequence","40.92","",""
"04/02/2020 20:00:00 - 04/02/2020 21:00:00","BZN|FI","Without sequence","27.03","",""
"04/02/2020 21:00:00 - 04/02/2020 22:00:00","BZN|FI","Without sequence","19.12","",""
"04/02/2020 22:00:00 - 04/02/2020 23:00:00","BZN|FI","Without sequence","18.59","",""
"04/02/2020 23:00:00 - 05/02/2020 00:00:00","BZN|FI","Without sequence","17.86","",""
"05/02/2020 00:00:00 - 05/02/2020 01:00:00","BZN|FI","Without sequence","16.29","",""
"05/02/2020 01:00:00 - 05/02/2020 02:00:00","BZN|FI","Without sequence","16.08","",""
"05/02/2020 02:00:00 - 05/02/2020 03:00:00","BZN|FI","Without sequence","16.03","",""
"05/02/2020 03:00:00 - 05/02/2020 04:00:00","BZN|FI","Without sequence","16.11","",""
"05/02/2020 04:00:00 - 05/02/2020 05:00:00","BZN|FI","Without sequence","16.55","",""
"05/02/2020 05:00:00 - 05/02/2020 06:00:00","BZN|FI","Without sequence","37.83","",""
"05/02/2020 06:00:00 - 05/02/2020 07:00:00","BZN|FI","Without sequence","46.08","",""
"05/02/2020 07:00:00 - 05/02/2020 08:00:00","BZN|FI","Without sequence","42.73","",""
"05/02/2020 08:00:00 - 05/02/2020 09:00:00","BZN|FI","Without sequence","43.66","",""
"05/02/2020 09:00:00 - 05/02/2020 10:00:00","BZN|FI","Without sequence","39.76","",""
"05/02/2020 10:00:00 - 05/02/2020 11:00:00","BZN|FI","Without sequence","42.0","",""
"05/02/2020 11:00:00 - 05/02/2020 12:00:00","BZN|FI","Without sequence","23.96","",""
"05/02/2020 12:00:00 - 05/02/2020 13:00:00","BZN|FI","Without sequence","23.98","",""
"05/02/2020 13:00:00 - 05/02/2020 14:00:00","BZN|FI","Without sequence","19.97","",""
"05/02/2020 14:00:00 - 05/02/2020 15:00:00","BZN|FI","Without sequence","31.23","",""
"05/02/2020 15:00:00 - 05/02/2020 16:00:00","BZN|FI","Without sequence","31.97","",""
"05/02/2020 16:00:00 - 05/02/2020 17:00:00","BZN|FI","Without sequence","35.96","",""
"05/02/2020 17:00:00 - 05/02/2020 18:00:00","BZN|FI","Without sequence","34.16","",""
"05/02/2020 18:00:00 - 05/02/2020 19:00:00","BZN|FI","Without sequence","45.53","",""
"05/02/2020 19:00:00 - 05/02/2020 20:00:00","BZN|FI","Without sequence","23.36","",""
"05/02/2020 20:00:00 - 05/02/2020 21:00:00","BZN|FI","Without sequence","16.5","",""
"05/02/2020 21:00:00 - 05/02/2020 22:00:00","BZN|FI","Without sequence","16.27","",""
"05/02/2020 22:00:00 - 05/02/2020 23:00:00","BZN|FI","Without sequence","15.74","",""
"05/02/2020 23:00:00 - 06/02/2020 00:00:00","BZN|FI","Without sequence","14.96","",""
"06/02/2020 00:00:00 - 06/02/2020 01:00:00","BZN|FI","Without sequence","14.71","",""
"06/02/2020 01:00:00 - 06/02/2020 02:00:00","BZN|FI","Without sequence","14.6","",""
"06/02/2020 02:00:00 - 06/02/2020 03:00:00","BZN|FI","Without sequence","14.52","",""
"06/02/2020 03:00:00 - 06/02/2020 04:00:00","BZN|FI","Without sequence","14.7","",""
"06/02/2020 04:00:00 - 06/02/2020 05:00:00","BZN|FI","Without sequence","15.13","",""
"06/02/2020 05:00:00 - 06/02/2020 06:00:00","BZN|FI","Without sequence","18.06","",""
"06/02/2020 06:00:00 - 06/02/2020 07:00:00","BZN|FI","Without sequence","27.46","",""
"06/02/2020 07:00:00 - 06/02/2020 08:00:00","BZN|FI","Without sequence","32.78","",""
"06/02/2020 08:00:00 - 06/02/2020 09:00:00","BZN|FI","Without sequence","34.89","",""
"06/02/2020 09:00:00 - 06/02/2020 10:00:00","BZN|FI","Without sequence","28.45","",""
"06/02/2020 10:00:00 - 06/02/2020 11:00:00","BZN|FI","Without sequence","37.53","",""
"06/02/2020 11:00:00 - 06/02/2020 12:00:00","BZN|FI","Without sequence","20.88","",""
"06/02/2020 12:00:00 - 06/02/2020 13:00:00","BZN|FI","Without sequence","22.62","",""
"06/02/2020 13:00:00 - 06/02/2020 14:00:00","BZN|FI","Without sequence","19.94","",""
"06/02/2020 14:00:00 - 06/02/2020 15:00:00","BZN|FI","Without sequence","25.98","",""
"06/02/2020 15:00:00 - 06/02/2020 16:00:00","BZN|FI","Without sequence","26.79","",""
"06/02/2020 16:00:00 - 06/02/2020 17:00:00","BZN|FI","Without sequence","28.11","",""
"06/02/2020 17:00:00 - 06/02/2020 18:00:00","BZN|FI","Without sequence","44.85","",""
"06/02/2020 18:00:00 - 06/02/2020 19:00:00","BZN|FI","Without sequence","45.71","",""
"06/02/2020 19:00:00 - 06/02/2020 20:00:00","BZN|FI","Without sequence","28.39","",""
"06/02/2020 20:00:00 - 06/02/2020 21:00:00","BZN|FI","Without sequence","20.91","",""
"06/02/2020 21:00:00 - 06/02/2020 22:00:00","BZN|FI","Without sequence","18.76","",""
"06/02/2020 22:00:00 - 06/02/2020 23:00:00","BZN|FI","Without sequence","18.05","",""
"06/02/2020 23:00:00 - 07/02/2020 00:00:00","BZN|FI","Without sequence","17.4","",""
"07/02/2020 00:00:00 - 07/02/2020 01:00:00","BZN|FI","Without sequence","16.44","",""
"07/02/2020 01:00:00 - 07/02/2020 02:00:00","BZN|FI","Without sequence","16.2","",""
"07/02/2020 02:00:00 - 07/02/2020 03:00:00","BZN|FI","Without sequence","15.99","",""
"07/02/2020 03:00:00 - 07/02/2020 04:00:00","BZN|FI","Without sequence","15.96","",""
"07/02/2020 04:00:00 - 07/02/2020 05:00:00","BZN|FI","Without sequence","20.0","",""
"07/02/2020 05:00:00 - 07/02/2020 06:00:00","BZN|FI","Without sequence","50.25","",""
"07/02/2020 06:00:00 - 07/02/2020 07:00:00","BZN|FI","Without sequence","50.71","",""
"07/02/2020 07:00:00 - 07/02/2020 08:00:00","BZN|FI","Without sequence","53.6","",""
"07/02/2020 08:00:00 - 07/02/2020 09:00:00","BZN|FI","Without sequence","56.96","",""
"07/02/2020 09:00:00 - 07/02/2020 10:00:00","BZN|FI","Without sequence","47.0","",""
"07/02/2020 10:00:00 - 07/02/2020 11:00:00","BZN|FI","Without sequence","41.81","",""
"07/02/2020 11:00:00 - 07/02/2020 12:00:00","BZN|FI","Without sequence","30.08","",""
"07/02/2020 12:00:00 - 07/02/2020 13:00:00","BZN|FI","Without sequence","24.54","",""
"07/02/2020 13:00:00 - 07/02/2020 14:00:00","BZN|FI","Without sequence","19.95","",""
"07/02/2020 14:00:00 - 07/02/2020 15:00:00","BZN|FI","Without sequence","26.39","",""
"07/02/2020 15:00:00 - 07/02/2020 16:00:00","BZN|FI","Without sequence","31.77","",""
"07/02/2020 16:00:00 - 07/02/2020 17:00:00","BZN|FI","Without sequence","42.04","",""
"07/02/2020 17:00:00 - 07/02/2020 18:00:00","BZN|FI","Without sequence","42.0","",""
"07/02/2020 18:00:00 - 07/02/2020 19:00:00","BZN|FI","Without sequence","41.64","",""
"07/02/2020 19:00:00 - 07/02/2020 20:00:00","BZN|FI","Without sequence","24.94","",""
"07/02/2020 20:00:00 - 07/02/2020 21:00:00","BZN|FI","Without sequence","17.64","",""
"07/02/2020 21:00:00 - 07/02/2020 22:00:00","BZN|FI","Without sequence","19.9","",""
"07/02/2020 22:00:00 - 07/02/2020 23:00:00","BZN|FI","Without sequence","17.54","",""
"07/02/2020 23:00:00 - 08/02/2020 00:00:00","BZN|FI","Without sequence","14.67","",""
"08/02/2020 00:00:00 - 08/02/2020 01:00:00","BZN|FI","Without sequence","13.85","",""
"08/02/2020 01:00:00 - 08/02/2020 02:00:00","BZN|FI","Without sequence","13.66","",""
"08/02/2020 02:00:00 - 08/02/2020 03:00:00","BZN|FI","Without sequence","13.39","",""
"08/02/2020 03:00:00 - 08/02/2020 04:00:00","BZN|FI","Without sequence","13.2","",""
"08/02/2020 04:00:00 - 08/02/2020 05:00:00","BZN|FI","Without sequence","13.11","",""
"08/02/2020 05:00:00 - 08/02/2020 06:00:00","BZN|FI","Without sequence","13.06","",""
"08/02/2020 06:00:00 - 08/02/2020 07:00:00","BZN|FI","Without sequence","13.14","",""
"08/02/2020 07:00:00 - 08/02/2020 08:00:00","BZN|FI","Without sequence","13.31","",""
"08/02/2020 08:00:00 - 08/02/2020 09:00:00","BZN|FI","Without sequence","13.68","",""
"08/02/2020 09:00:00 - 08/02/2020 10:00:00","BZN|FI","Without sequence","13.93","",""
"08/02/2020 10:00:00 - 08/02/2020 11:00:00","BZN|FI","Without sequence","14.02","",""
"08/02/2020 11:00:00 - 08/02/2020 12:00:00","BZN|FI","Without sequence","14.06","",""
"08/02/2020 12:00:00 - 08/02/2020 13:00:00","BZN|FI","Without sequence","13.98","",""
"08/02/2020 13:00:00 - 08/02/2020 14:00:00","BZN|FI","Without sequence","13.92","",""
"08/02/2020 14:00:00 - 08/02/2020 15:00:00","BZN|FI","Without sequence","13.96","",""
"08/02/2020 15:00:00 - 08/02/2020 16:00:00","BZN|FI","Without sequence","14.06","",""
"08/02/2020 16:00:00 - 08/02/2020 17:00:00","BZN|FI","Without sequence","14.39","",""
"08/02/2020 17:00:00 - 08/02/2020 18:00:00","BZN|FI","Without sequence","14.63","",""
"08/02/2020 18:00:00 - 08/02/2020 19:00:00","BZN|FI","Without sequence","14.48","",""
"08/02/2020 19:00:00 - 08/02/2020 20:00:00","BZN|FI","Without sequence","14.14","",""
"08/02/2020 20:00:00 - 08/02/2020 21:00:00","BZN|FI","Without sequence","13.6","",""
"08/02/2020 21:00:00 - 08/02/2020 22:00:00","BZN|FI","Without sequence","13.36","",""
"08/02/2020 22:00:00 - 08/02/2020 23:00:00","BZN|FI","Without sequence","12.98","",""
"08/02/2020 23:00:00 - 09/02/2020 00:00:00","BZN|FI","Without sequence","12.15","",""
"09/02/2020 00:00:00 - 09/02/2020 01:00:00","BZN|FI","Without sequence","12.81","",""
"09/02/2020 01:00:00 - 09/02/2020 02:00:00","BZN|FI","Without sequence","12.41","",""
"09/02/2020 02:00:00 - 09/02/2020 03:00:00","BZN|FI","Without sequence","11.99","",""
"09/02/2020 03:00:00 - 09/02/2020 04:00:00","BZN|FI","Without sequence","9.18","",""
"09/02/2020 04:00:00 - 09/02/2020 05:00:00","BZN|FI","Without sequence","7.54","",""
"09/02/2020 05:00:00 - 09/02/2020 06:00:00","BZN|FI","Without sequence","4.24","",""
"09/02/2020 06:00:00 - 09/02/2020 07:00:00","BZN|FI","Without sequence","3.85","",""
"09/02/2020 07:00:00 - 09/02/2020 08:00:00","BZN|FI","Without sequence","5.06","",""
"09/02/2020 08:00:00 - 09/02/2020 09:00:00","BZN|FI","Without sequence","7.41","",""
"09/02/2020 09:00:00 - 09/02/2020 10:00:00","BZN|FI","Without sequence","9.31","",""
"09/02/2020 10:00:00 - 09/02/2020 11:00:00","BZN|FI","Without sequence","10.06","",""
"09/02/2020 11:00:00 - 09/02/2020 12:00:00","BZN|FI","Without sequence","10.09","",""
"09/02/2020 12:00:00 - 09/02/2020 13:00:00","BZN|FI","Without sequence","10.07","",""
"09/02/2020 13:00:00 - 09/02/2020 14:00:00","BZN|FI","Without sequence","9.98","",""
"09/02/2020 14:00:00 - 09/02/2020 15:00:00","BZN|FI","Without sequence","8.44","",""
"09/02/2020 15:00:00 - 09/02/2020 16:00:00","BZN|FI","Without sequence","8.35","",""
"09/02/2020 16:00:00 - 09/02/2020 17:00:00","BZN|FI","Without sequence","9.93","",""
"09/02/2020 17:00:00 - 09/02/2020 18:00:00","BZN|FI","Without sequence","11.76","",""
"09/02/2020 18:00:00 - 09/02/2020 19:00:00","BZN|FI","Without sequence","11.97","",""
"09/02/2020 19:00:00 - 09/02/2020 20:00:00","BZN|FI","Without sequence","8.6","",""
"09/02/2020 20:00:00 - 09/02/2020 21:00:00","BZN|FI","Without sequence","4.09","",""
"09/02/2020 21:00:00 - 09/02/2020 22:00:00","BZN|FI","Without sequence","3.27","",""
"09/02/2020 22:00:00 - 09/02/2020 23:00:00","BZN|FI","Without sequence","1.3","",""
"09/02/2020 23:00:00 - 10/02/2020 00:00:00","BZN|FI","Without sequence","0.04","",""
"10/02/2020 00:00:00 - 10/02/2020 01:00:00","BZN|FI","Without sequence","-0.09","",""
"10/02/2020 01:00:00 - 10/02/2020 02:00:00","BZN|FI","Without sequence","-0.2","",""
"10/02/2020 02:00:00 - 10/02/2020 03:00:00","BZN|FI","Without sequence","-0.1","",""
"10/02/2020 03:00:00 - 10/02/2020 04:00:00","BZN|FI","Without sequence","-0.07","",""
"10/02/2020 04:00:00 - 10/02/2020 05:00:00","BZN|FI","Without sequence","0.06","",""
"10/02/2020 05:00:00 - 10/02/2020 06:00:00","BZN|FI","Without sequence","4.11","",""
"10/02/2020 06:00:00 - 10/02/2020 07:00:00","BZN|FI","Without sequence","14.05","",""
"10/02/2020 07:00:00 - 10/02/2020 08:00:00","BZN|FI","Without sequence","13.15","",""
"10/02/2020 08:00:00 - 10/02/2020 09:00:00","BZN|FI","Without sequence","14.09","",""
"10/02/2020 09:00:00 - 10/02/2020 10:00:00","BZN|FI","Without sequence","13.2","",""
"10/02/2020 10:00:00 - 10/02/2020 11:00:00","BZN|FI","Without sequence","12.54","",""
"10/02/2020 11:00:00 - 10/02/2020 12:00:00","BZN|FI","Without sequence","12.57","",""
"10/02/2020 12:00:00 - 10/02/2020 13:00:00","BZN|FI","Without sequence","12.01","",""
"10/02/2020 13:00:00 - 10/02/2020 14:00:00","BZN|FI","Without sequence","11.99","",""
"10/02/2020 14:00:00 - 10/02/2020 15:00:00","BZN|FI","Without sequence","11.98","",""
"10/02/2020 15:00:00 - 10/02/2020 16:00:00","BZN|FI","Without sequence","12.24","",""
"10/02/2020 16:00:00 - 10/02/2020 17:00:00","BZN|FI","Without sequence","12.77","",""
"10/02/2020 17:00:00 - 10/02/2020 18:00:00","BZN|FI","Without sequence","13.99","",""
"10/02/2020 18:00:00 - 10/02/2020 19:00:00","BZN|FI","Without sequence","13.93","",""
"10/02/2020 19:00:00 - 10/02/2020 20:00:00","BZN|FI","Without sequence","13.37","",""
"10/02/2020 20:00:00 - 10/02/2020 21:00:00","BZN|FI","Without sequence","13.11","",""
"10/02/2020 21:00:00 - 10/02/2020 22:00:00","BZN|FI","Without sequence","12.47","",""
"10/02/2020 22:00:00 - 10/02/2020 23:00:00","BZN|FI","Without sequence","11.68","",""
"10/02/2020 23:00:00 - 11/02/2020 00:00:00","BZN|FI","Without sequence","5.14","",""
"11/02/2020 00:00:00 - 11/02/2020 01:00:00","BZN|FI","Without sequence","10.96","",""
"11/02/2020 01:00:00 - 11/02/2020 02:00:00","BZN|FI","Without sequence","4.83","",""
"11/02/2020 02:00:00 - 11/02/2020 03:00:00","BZN|FI","Without sequence","4.04","",""
"11/02/2020 03:00:00 - 11/02/2020 04:00:00","BZN|FI","Without sequence","7.52","",""
"11/02/2020 04:00:00 - 11/02/2020 05:00:00","BZN|FI","Without sequence","10.62","",""
"11/02/2020 05:00:00 - 11/02/2020 06:00:00","BZN|FI","Without sequence","11.55","",""
"11/02/2020 06:00:00 - 11/02/2020 07:00:00","BZN|FI","Without sequence","15.25","",""
"11/02/2020 07:00:00 - 11/02/2020 08:00:00","BZN|FI","Without sequence","15.52","",""
"11/02/2020 08:00:00 - 11/02/2020 09:00:00","BZN|FI","Without sequence","14.11","",""
"11/02/2020 09:00:00 - 11/02/2020 10:00:00","BZN|FI","Without sequence","15.33","",""
"11/02/2020 10:00:00 - 11/02/2020 11:00:00","BZN|FI","Without sequence","16.24","",""
"11/02/2020 11:00:00 - 11/02/2020 12:00:00","BZN|FI","Without sequence","13.0","",""
"11/02/2020 12:00:00 - 11/02/2020 13:00:00","BZN|FI","Without sequence","12.85","",""
"11/02/2020 13:00:00 - 11/02/2020 14:00:00","BZN|FI","Without sequence","12.77","",""
"11/02/2020 14:00:00 - 11/02/2020 15:00:00","BZN|FI","Without sequence","14.79","",""
"11/02/2020 15:00:00 - 11/02/2020 16:00:00","BZN|FI","Without sequence","15.22","",""
"11/02/2020 16:00:00 - 11/02/2020 17:00:00","BZN|FI","Without sequence","18.27","",""
"11/02/2020 17:00:00 - 11/02/2020 18:00:00","BZN|FI","Without sequence","16.35","",""
"11/02/2020 18:00:00 - 11/02/2020 19:00:00","BZN|FI","Without sequence","15.88","",""
