"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"18/07/2020 16:00:00 - 18/07/2020 17:00:00","BZN|FI","Without sequence","16.12","",""
"18/07/2020 17:00:00 - 18/07/2020 18:00:00","BZN|FI","Without sequence","16.09","",""
"18/07/2020 18:00:00 - 18/07/2020 19:00:00","BZN|FI","Without sequence","23.57","",""
"18/07/2020 19:00:00 - 18/07/2020 20:00:00","BZN|FI","Without sequence","22.31","",""
"18/07/2020 20:00:00 - 18/07/2020 21:00:00","BZN|FI","Without sequence","15.67","",""
"18/07/2020 21:00:00 - 18/07/2020 22:00:00","BZN|FI","Without sequence","19.96","",""
"18/07/2020 22:00:00 - 18/07/2020 23:00:00","BZN|FI","Without sequence","15.08","",""
"18/07/2020 23:00:00 - 19/07/2020 00:00:00","BZN|FI","Without sequence","4.98","",""
"19/07/2020 00:00:00 - 19/07/2020 01:00:00","BZN|FI","Without sequence","4.03","",""
"19/07/2020 01:00:00 - 19/07/2020 02:00:00","BZN|FI","Without sequence","3.69","",""
"19/07/2020 02:00:00 - 19/07/2020 03:00:00","BZN|FI","Without sequence","3.61","",""
"19/07/2020 03:00:00 - 19/07/2020 04:00:00","BZN|FI","Without sequence","3.53","",""
"19/07/2020 04:00:00 - 19/07/2020 05:00:00","BZN|FI","Without sequence","3.4","",""
"19/07/2020 05:00:00 - 19/07/2020 06:00:00","BZN|FI","Without sequence","3.76","",""
"19/07/2020 06:00:00 - 19/07/2020 07:00:00","BZN|FI","Without sequence","5.67","",""
"19/07/2020 07:00:00 - 19/07/2020 08:00:00","BZN|FI","Without sequence","9.72","",""
"19/07/2020 08:00:00 - 19/07/2020 09:00:00","BZN|FI","Without sequence","10.71","",""
"19/07/2020 09:00:00 - 19/07/2020 10:00:00","BZN|FI","Without sequence","15.19","",""
"19/07/2020 10:00:00 - 19/07/2020 11:00:00","BZN|FI","Without sequence","14.58","",""
"19/07/2020 11:00:00 - 19/07/2020 12:00:00","BZN|FI","Without sequence","12.19","",""
"19/07/2020 12:00:00 - 19/07/2020 13:00:00","BZN|FI","Without sequence","10.77","",""
"19/07/2020 13:00:00 - 19/07/2020 14:00:00","BZN|FI","Without sequence","10.58","",""
"19/07/2020 14:00:00 - 19/07/2020 15:00:00","BZN|FI","Without sequence","10.16","",""
"19/07/2020 15:00:00 - 19/07/2020 16:00:00","BZN|FI","Without sequence","10.55","",""
"19/07/2020 16:00:00 - 19/07/2020 17:00:00","BZN|FI","Without sequence","10.66","",""
"19/07/2020 17:00:00 - 19/07/2020 18:00:00","BZN|FI","Without sequence","11.14","",""
"19/07/2020 18:00:00 - 19/07/2020 19:00:00","BZN|FI","Without sequence","16.07","",""
"19/07/2020 19:00:00 - 19/07/2020 20:00:00","BZN|FI","Without sequence","18.98","",""
"19/07/2020 20:00:00 - 19/07/2020 21:00:00","BZN|FI","Without sequence","13.32","",""
"19/07/2020 21:00:00 - 19/07/2020 22:00:00","BZN|FI","Without sequence","18.06","",""
"19/07/2020 22:00:00 - 19/07/2020 23:00:00","BZN|FI","Without sequence","13.03","",""
"19/07/2020 23:00:00 - 20/07/2020 00:00:00","BZN|FI","Without sequence","10.35","",""
"20/07/2020 00:00:00 - 20/07/2020 01:00:00","BZN|FI","Without sequence","8.97","",""
"20/07/2020 01:00:00 - 20/07/2020 02:00:00","BZN|FI","Without sequence","8.21","",""
"20/07/2020 02:00:00 - 20/07/2020 03:00:00","BZN|FI","Without sequence","7.74","",""
"20/07/2020 03:00:00 - 20/07/2020 04:00:00","BZN|FI","Without sequence","7.6","",""
"20/07/2020 04:00:00 - 20/07/2020 05:00:00","BZN|FI","Without sequence","8.06","",""
"20/07/2020 05:00:00 - 20/07/2020 06:00:00","BZN|FI","Without sequence","15.82","",""
"20/07/2020 06:00:00 - 20/07/2020 07:00:00","BZN|FI","Without sequence","28.3","",""
"20/07/2020 07:00:00 - 20/07/2020 08:00:00","BZN|FI","Without sequence","38.29","",""
"20/07/2020 08:00:00 - 20/07/2020 09:00:00","BZN|FI","Without sequence","44.36","",""
"20/07/2020 09:00:00 - 20/07/2020 10:00:00","BZN|FI","Without sequence","45.16","",""
"20/07/2020 10:00:00 - 20/07/2020 11:00:00","BZN|FI","Without sequence","50.46","",""
"20/07/2020 11:00:00 - 20/07/2020 12:00:00","BZN|FI","Without sequence","50.5","",""
"20/07/2020 12:00:00 - 20/07/2020 13:00:00","BZN|FI","Without sequence","51.01","",""
"20/07/2020 13:00:00 - 20/07/2020 14:00:00","BZN|FI","Without sequence","46.79","",""
"20/07/2020 14:00:00 - 20/07/2020 15:00:00","BZN|FI","Without sequence","42.15","",""
"20/07/2020 15:00:00 - 20/07/2020 16:00:00","BZN|FI","Without sequence","38.54","",""
"20/07/2020 16:00:00 - 20/07/2020 17:00:00","BZN|FI","Without sequence","38.27","",""
"20/07/2020 17:00:00 - 20/07/2020 18:00:00","BZN|FI","Without sequence","40.06","",""
"20/07/2020 18:00:00 - 20/07/2020 19:00:00","BZN|FI","Without sequence","44.41","",""
"20/07/2020 19:00:00 - 20/07/2020 20:00:00","BZN|FI","Without sequence","44.47","",""
"20/07/2020 20:00:00 - 20/07/2020 21:00:00","BZN|FI","Without sequence","30.97","",""
"20/07/2020 21:00:00 - 20/07/2020 22:00:00","BZN|FI","Without sequence","29.69","",""
"20/07/2020 22:00:00 - 20/07/2020 23:00:00","BZN|FI","Without sequence","27.77","",""
"20/07/2020 23:00:00 - 21/07/2020 00:00:00","BZN|FI","Without sequence","13.0","",""
"21/07/2020 00:00:00 - 21/07/2020 01:00:00","BZN|FI","Without sequence","7.73","",""
"21/07/2020 01:00:00 - 21/07/2020 02:00:00","BZN|FI","Without sequence","6.4","",""
"21/07/2020 02:00:00 - 21/07/2020 03:00:00","BZN|FI","Without sequence","4.78","",""
"21/07/2020 03:00:00 - 21/07/2020 04:00:00","BZN|FI","Without sequence","3.44","",""
"21/07/2020 04:00:00 - 21/07/2020 05:00:00","BZN|FI","Without sequence","3.28","",""
"21/07/2020 05:00:00 - 21/07/2020 06:00:00","BZN|FI","Without sequence","21.46","",""
"21/07/2020 06:00:00 - 21/07/2020 07:00:00","BZN|FI","Without sequence","28.87","",""
"21/07/2020 07:00:00 - 21/07/2020 08:00:00","BZN|FI","Without sequence","38.13","",""
"21/07/2020 08:00:00 - 21/07/2020 09:00:00","BZN|FI","Without sequence","33.27","",""
"21/07/2020 09:00:00 - 21/07/2020 10:00:00","BZN|FI","Without sequence","38.08","",""
"21/07/2020 10:00:00 - 21/07/2020 11:00:00","BZN|FI","Without sequence","38.0","",""
"21/07/2020 11:00:00 - 21/07/2020 12:00:00","BZN|FI","Without sequence","35.53","",""
"21/07/2020 12:00:00 - 21/07/2020 13:00:00","BZN|FI","Without sequence","38.01","",""
"21/07/2020 13:00:00 - 21/07/2020 14:00:00","BZN|FI","Without sequence","32.98","",""
"21/07/2020 14:00:00 - 21/07/2020 15:00:00","BZN|FI","Without sequence","28.88","",""
"21/07/2020 15:00:00 - 21/07/2020 16:00:00","BZN|FI","Without sequence","26.08","",""
"21/07/2020 16:00:00 - 21/07/2020 17:00:00","BZN|FI","Without sequence","24.13","",""
"21/07/2020 17:00:00 - 21/07/2020 18:00:00","BZN|FI","Without sequence","24.17","",""
"21/07/2020 18:00:00 - 21/07/2020 19:00:00","BZN|FI","Without sequence","31.58","",""
"21/07/2020 19:00:00 - 21/07/2020 20:00:00","BZN|FI","Without sequence","34.68","",""
"21/07/2020 20:00:00 - 21/07/2020 21:00:00","BZN|FI","Without sequence","26.02","",""
"21/07/2020 21:00:00 - 21/07/2020 22:00:00","BZN|FI","Without sequence","22.87","",""
"21/07/2020 22:00:00 - 21/07/2020 23:00:00","BZN|FI","Without sequence","20.05","",""
"21/07/2020 23:00:00 - 22/07/2020 00:00:00","BZN|FI","Without sequence","13.82","",""
"22/07/2020 00:00:00 - 22/07/2020 01:00:00","BZN|FI","Without sequence","6.48","",""
"22/07/2020 01:00:00 - 22/07/2020 02:00:00","BZN|FI","Without sequence","2.72","",""
"22/07/2020 02:00:00 - 22/07/2020 03:00:00","BZN|FI","Without sequence","2.23","",""
"22/07/2020 03:00:00 - 22/07/2020 04:00:00","BZN|FI","Without sequence","2.16","",""
"22/07/2020 04:00:00 - 22/07/2020 05:00:00","BZN|FI","Without sequence","2.29","",""
"22/07/2020 05:00:00 - 22/07/2020 06:00:00","BZN|FI","Without sequence","4.31","",""
"22/07/2020 06:00:00 - 22/07/2020 07:00:00","BZN|FI","Without sequence","6.21","",""
"22/07/2020 07:00:00 - 22/07/2020 08:00:00","BZN|FI","Without sequence","20.07","",""
"22/07/2020 08:00:00 - 22/07/2020 09:00:00","BZN|FI","Without sequence","19.81","",""
"22/07/2020 09:00:00 - 22/07/2020 10:00:00","BZN|FI","Without sequence","22.22","",""
"22/07/2020 10:00:00 - 22/07/2020 11:00:00","BZN|FI","Without sequence","21.06","",""
"22/07/2020 11:00:00 - 22/07/2020 12:00:00","BZN|FI","Without sequence","18.73","",""
"22/07/2020 12:00:00 - 22/07/2020 13:00:00","BZN|FI","Without sequence","17.02","",""
"22/07/2020 13:00:00 - 22/07/2020 14:00:00","BZN|FI","Without sequence","18.93","",""
"22/07/2020 14:00:00 - 22/07/2020 15:00:00","BZN|FI","Without sequence","18.44","",""
"22/07/2020 15:00:00 - 22/07/2020 16:00:00","BZN|FI","Without sequence","17.04","",""
"22/07/2020 16:00:00 - 22/07/2020 17:00:00","BZN|FI","Without sequence","12.52","",""
"22/07/2020 17:00:00 - 22/07/2020 18:00:00","BZN|FI","Without sequence","15.7","",""
"22/07/2020 18:00:00 - 22/07/2020 19:00:00","BZN|FI","Without sequence","13.26","",""
"22/07/2020 19:00:00 - 22/07/2020 20:00:00","BZN|FI","Without sequence","7.7","",""
"22/07/2020 20:00:00 - 22/07/2020 21:00:00","BZN|FI","Without sequence","4.46","",""
"22/07/2020 21:00:00 - 22/07/2020 22:00:00","BZN|FI","Without sequence","4.62","",""
"22/07/2020 22:00:00 - 22/07/2020 23:00:00","BZN|FI","Without sequence","3.03","",""
"22/07/2020 23:00:00 - 23/07/2020 00:00:00","BZN|FI","Without sequence","2.27","",""
"23/07/2020 00:00:00 - 23/07/2020 01:00:00","BZN|FI","Without sequence","2.93","",""
"23/07/2020 01:00:00 - 23/07/2020 02:00:00","BZN|FI","Without sequence","2.15","",""
"23/07/2020 02:00:00 - 23/07/2020 03:00:00","BZN|FI","Without sequence","2.03","",""
"23/07/2020 03:00:00 - 23/07/2020 04:00:00","BZN|FI","Without sequence","1.86","",""
"23/07/2020 04:00:00 - 23/07/2020 05:00:00","BZN|FI","Without sequence","1.5","",""
"23/07/2020 05:00:00 - 23/07/2020 06:00:00","BZN|FI","Without sequence","3.17","",""
"23/07/2020 06:00:00 - 23/07/2020 07:00:00","BZN|FI","Without sequence","18.8","",""
"23/07/2020 07:00:00 - 23/07/2020 08:00:00","BZN|FI","Without sequence","24.55","",""
"23/07/2020 08:00:00 - 23/07/2020 09:00:00","BZN|FI","Without sequence","24.45","",""
"23/07/2020 09:00:00 - 23/07/2020 10:00:00","BZN|FI","Without sequence","21.91","",""
"23/07/2020 10:00:00 - 23/07/2020 11:00:00","BZN|FI","Without sequence","20.42","",""
"23/07/2020 11:00:00 - 23/07/2020 12:00:00","BZN|FI","Without sequence","24.87","",""
"23/07/2020 12:00:00 - 23/07/2020 13:00:00","BZN|FI","Without sequence","24.4","",""
"23/07/2020 13:00:00 - 23/07/2020 14:00:00","BZN|FI","Without sequence","15.86","",""
"23/07/2020 14:00:00 - 23/07/2020 15:00:00","BZN|FI","Without sequence","12.22","",""
"23/07/2020 15:00:00 - 23/07/2020 16:00:00","BZN|FI","Without sequence","16.0","",""
"23/07/2020 16:00:00 - 23/07/2020 17:00:00","BZN|FI","Without sequence","17.5","",""
"23/07/2020 17:00:00 - 23/07/2020 18:00:00","BZN|FI","Without sequence","16.19","",""
"23/07/2020 18:00:00 - 23/07/2020 19:00:00","BZN|FI","Without sequence","20.05","",""
"23/07/2020 19:00:00 - 23/07/2020 20:00:00","BZN|FI","Without sequence","23.85","",""
"23/07/2020 20:00:00 - 23/07/2020 21:00:00","BZN|FI","Without sequence","12.02","",""
"23/07/2020 21:00:00 - 23/07/2020 22:00:00","BZN|FI","Without sequence","12.38","",""
"23/07/2020 22:00:00 - 23/07/2020 23:00:00","BZN|FI","Without sequence","14.58","",""
"23/07/2020 23:00:00 - 24/07/2020 00:00:00","BZN|FI","Without sequence","3.01","",""
"24/07/2020 00:00:00 - 24/07/2020 01:00:00","BZN|FI","Without sequence","2.36","",""
"24/07/2020 01:00:00 - 24/07/2020 02:00:00","BZN|FI","Without sequence","2.22","",""
"24/07/2020 02:00:00 - 24/07/2020 03:00:00","BZN|FI","Without sequence","2.08","",""
"24/07/2020 03:00:00 - 24/07/2020 04:00:00","BZN|FI","Without sequence","2.07","",""
"24/07/2020 04:00:00 - 24/07/2020 05:00:00","BZN|FI","Without sequence","2.18","",""
"24/07/2020 05:00:00 - 24/07/2020 06:00:00","BZN|FI","Without sequence","2.47","",""
"24/07/2020 06:00:00 - 24/07/2020 07:00:00","BZN|FI","Without sequence","12.06","",""
"24/07/2020 07:00:00 - 24/07/2020 08:00:00","BZN|FI","Without sequence","16.15","",""
"24/07/2020 08:00:00 - 24/07/2020 09:00:00","BZN|FI","Without sequence","14.64","",""
"24/07/2020 09:00:00 - 24/07/2020 10:00:00","BZN|FI","Without sequence","14.32","",""
"24/07/2020 10:00:00 - 24/07/2020 11:00:00","BZN|FI","Without sequence","15.06","",""
"24/07/2020 11:00:00 - 24/07/2020 12:00:00","BZN|FI","Without sequence","13.94","",""
"24/07/2020 12:00:00 - 24/07/2020 13:00:00","BZN|FI","Without sequence","14.99","",""
"24/07/2020 13:00:00 - 24/07/2020 14:00:00","BZN|FI","Without sequence","17.58","",""
"24/07/2020 14:00:00 - 24/07/2020 15:00:00","BZN|FI","Without sequence","21.07","",""
"24/07/2020 15:00:00 - 24/07/2020 16:00:00","BZN|FI","Without sequence","21.55","",""
"24/07/2020 16:00:00 - 24/07/2020 17:00:00","BZN|FI","Without sequence","21.58","",""
"24/07/2020 17:00:00 - 24/07/2020 18:00:00","BZN|FI","Without sequence","22.31","",""
"24/07/2020 18:00:00 - 24/07/2020 19:00:00","BZN|FI","Without sequence","18.88","",""
"24/07/2020 19:00:00 - 24/07/2020 20:00:00","BZN|FI","Without sequence","17.0","",""
"24/07/2020 20:00:00 - 24/07/2020 21:00:00","BZN|FI","Without sequence","12.26","",""
"24/07/2020 21:00:00 - 24/07/2020 22:00:00","BZN|FI","Without sequence","13.02","",""
"24/07/2020 22:00:00 - 24/07/2020 23:00:00","BZN|FI","Without sequence","10.59","",""
"24/07/2020 23:00:00 - 25/07/2020 00:00:00","BZN|FI","Without sequence","4.97","",""
"25/07/2020 00:00:00 - 25/07/2020 01:00:00","BZN|FI","Without sequence","5.01","",""
"25/07/2020 01:00:00 - 25/07/2020 02:00:00","BZN|FI","Without sequence","5.68","",""
"25/07/2020 02:00:00 - 25/07/2020 03:00:00","BZN|FI","Without sequence","5.24","",""
"25/07/2020 03:00:00 - 25/07/2020 04:00:00","BZN|FI","Without sequence","4.94","",""
"25/07/2020 04:00:00 - 25/07/2020 05:00:00","BZN|FI","Without sequence","4.32","",""
"25/07/2020 05:00:00 - 25/07/2020 06:00:00","BZN|FI","Without sequence","4.1","",""
"25/07/2020 06:00:00 - 25/07/2020 07:00:00","BZN|FI","Without sequence","4.14","",""
"25/07/2020 07:00:00 - 25/07/2020 08:00:00","BZN|FI","Without sequence","3.89","",""
"25/07/2020 08:00:00 - 25/07/2020 09:00:00","BZN|FI","Without sequence","4.96","",""
"25/07/2020 09:00:00 - 25/07/2020 10:00:00","BZN|FI","Without sequence","5.25","",""
"25/07/2020 10:00:00 - 25/07/2020 11:00:00","BZN|FI","Without sequence","7.38","",""
"25/07/2020 11:00:00 - 25/07/2020 12:00:00","BZN|FI","Without sequence","10.87","",""
"25/07/2020 12:00:00 - 25/07/2020 13:00:00","BZN|FI","Without sequence","14.92","",""
"25/07/2020 13:00:00 - 25/07/2020 14:00:00","BZN|FI","Without sequence","17.16","",""
"25/07/2020 14:00:00 - 25/07/2020 15:00:00","BZN|FI","Without sequence","18.0","",""
"25/07/2020 15:00:00 - 25/07/2020 16:00:00","BZN|FI","Without sequence","19.83","",""
"25/07/2020 16:00:00 - 25/07/2020 17:00:00","BZN|FI","Without sequence","17.19","",""
"25/07/2020 17:00:00 - 25/07/2020 18:00:00","BZN|FI","Without sequence","20.01","",""
"25/07/2020 18:00:00 - 25/07/2020 19:00:00","BZN|FI","Without sequence","20.43","",""
"25/07/2020 19:00:00 - 25/07/2020 20:00:00","BZN|FI","Without sequence","19.39","",""
"25/07/2020 20:00:00 - 25/07/2020 21:00:00","BZN|FI","Without sequence","15.65","",""
"25/07/2020 21:00:00 - 25/07/2020 22:00:00","BZN|FI","Without sequence","19.53","",""
"25/07/2020 22:00:00 - 25/07/2020 23:00:00","BZN|FI","Without sequence","21.19","",""
"25/07/2020 23:00:00 - 26/07/2020 00:00:00","BZN|FI","Without sequence","15.62","",""
"26/07/2020 00:00:00 - 26/07/2020 01:00:00","BZN|FI","Without sequence","8.12","",""
"26/07/2020 01:00:00 - 26/07/2020 02:00:00","BZN|FI","Without sequence","5.12","",""
"26/07/2020 02:00:00 - 26/07/2020 03:00:00","BZN|FI","Without sequence","5.17","",""
"26/07/2020 03:00:00 - 26/07/2020 04:00:00","BZN|FI","Without sequence","5.05","",""
"26/07/2020 04:00:00 - 26/07/2020 05:00:00","BZN|FI","Without sequence","4.65","",""
"26/07/2020 05:00:00 - 26/07/2020 06:00:00","BZN|FI","Without sequence","3.6","",""
"26/07/2020 06:00:00 - 26/07/2020 07:00:00","BZN|FI","Without sequence","3.06","",""
"26/07/2020 07:00:00 - 26/07/2020 08:00:00","BZN|FI","Without sequence","4.97","",""
"26/07/2020 08:00:00 - 26/07/2020 09:00:00","BZN|FI","Without sequence","15.49","",""
"26/07/2020 09:00:00 - 26/07/2020 10:00:00","BZN|FI","Without sequence","15.71","",""
"26/07/2020 10:00:00 - 26/07/2020 11:00:00","BZN|FI","Without sequence","15.4","",""
"26/07/2020 11:00:00 - 26/07/2020 12:00:00","BZN|FI","Without sequence","14.05","",""
"26/07/2020 12:00:00 - 26/07/2020 13:00:00","BZN|FI","Without sequence","14.53","",""
"26/07/2020 13:00:00 - 26/07/2020 14:00:00","BZN|FI","Without sequence","18.07","",""
"26/07/2020 14:00:00 - 26/07/2020 15:00:00","BZN|FI","Without sequence","21.32","",""
"26/07/2020 15:00:00 - 26/07/2020 16:00:00","BZN|FI","Without sequence","23.42","",""
"26/07/2020 16:00:00 - 26/07/2020 17:00:00","BZN|FI","Without sequence","22.94","",""
"26/07/2020 17:00:00 - 26/07/2020 18:00:00","BZN|FI","Without sequence","24.2","",""
"26/07/2020 18:00:00 - 26/07/2020 19:00:00","BZN|FI","Without sequence","25.49","",""
"26/07/2020 19:00:00 - 26/07/2020 20:00:00","BZN|FI","Without sequence","28.42","",""
"26/07/2020 20:00:00 - 26/07/2020 21:00:00","BZN|FI","Without sequence","22.19","",""
"26/07/2020 21:00:00 - 26/07/2020 22:00:00","BZN|FI","Without sequence","20.36","",""
"26/07/2020 22:00:00 - 26/07/2020 23:00:00","BZN|FI","Without sequence","22.9","",""
"26/07/2020 23:00:00 - 27/07/2020 00:00:00","BZN|FI","Without sequence","15.3","",""
"27/07/2020 00:00:00 - 27/07/2020 01:00:00","BZN|FI","Without sequence","1.77","",""
"27/07/2020 01:00:00 - 27/07/2020 02:00:00","BZN|FI","Without sequence","1.64","",""
"27/07/2020 02:00:00 - 27/07/2020 03:00:00","BZN|FI","Without sequence","1.57","",""
"27/07/2020 03:00:00 - 27/07/2020 04:00:00","BZN|FI","Without sequence","1.54","",""
"27/07/2020 04:00:00 - 27/07/2020 05:00:00","BZN|FI","Without sequence","1.76","",""
"27/07/2020 05:00:00 - 27/07/2020 06:00:00","BZN|FI","Without sequence","4.38","",""
"27/07/2020 06:00:00 - 27/07/2020 07:00:00","BZN|FI","Without sequence","23.12","",""
"27/07/2020 07:00:00 - 27/07/2020 08:00:00","BZN|FI","Without sequence","26.4","",""
"27/07/2020 08:00:00 - 27/07/2020 09:00:00","BZN|FI","Without sequence","30.01","",""
"27/07/2020 09:00:00 - 27/07/2020 10:00:00","BZN|FI","Without sequence","29.54","",""
"27/07/2020 10:00:00 - 27/07/2020 11:00:00","BZN|FI","Without sequence","30.01","",""
"27/07/2020 11:00:00 - 27/07/2020 12:00:00","BZN|FI","Without sequence","28.45","",""
"27/07/2020 12:00:00 - 27/07/2020 13:00:00","BZN|FI","Without sequence","29.4","",""
"27/07/2020 13:00:00 - 27/07/2020 14:00:00","BZN|FI","Without sequence","28.1","",""
"27/07/2020 14:00:00 - 27/07/2020 15:00:00","BZN|FI","Without sequence","28.1","",""
"27/07/2020 15:00:00 - 27/07/2020 16:00:00","BZN|FI","Without sequence","28.91","",""
"27/07/2020 16:00:00 - 27/07/2020 17:00:00","BZN|FI","Without sequence","31.72","",""
"27/07/2020 17:00:00 - 27/07/2020 18:00:00","BZN|FI","Without sequence","30.0","",""
"27/07/2020 18:00:00 - 27/07/2020 19:00:00","BZN|FI","Without sequence","28.65","",""
"27/07/2020 19:00:00 - 27/07/2020 20:00:00","BZN|FI","Without sequence","28.04","",""
"27/07/2020 20:00:00 - 27/07/2020 21:00:00","BZN|FI","Without sequence","22.22","",""
"27/07/2020 21:00:00 - 27/07/2020 22:00:00","BZN|FI","Without sequence","27.62","",""
"27/07/2020 22:00:00 - 27/07/2020 23:00:00","BZN|FI","Without sequence","24.9","",""
"27/07/2020 23:00:00 - 28/07/2020 00:00:00","BZN|FI","Without sequence","10.88","",""
"28/07/2020 00:00:00 - 28/07/2020 01:00:00","BZN|FI","Without sequence","9.44","",""
"28/07/2020 01:00:00 - 28/07/2020 02:00:00","BZN|FI","Without sequence","4.47","",""
"28/07/2020 02:00:00 - 28/07/2020 03:00:00","BZN|FI","Without sequence","2.55","",""
"28/07/2020 03:00:00 - 28/07/2020 04:00:00","BZN|FI","Without sequence","2.25","",""
"28/07/2020 04:00:00 - 28/07/2020 05:00:00","BZN|FI","Without sequence","2.3","",""
"28/07/2020 05:00:00 - 28/07/2020 06:00:00","BZN|FI","Without sequence","12.93","",""
"28/07/2020 06:00:00 - 28/07/2020 07:00:00","BZN|FI","Without sequence","20.05","",""
"28/07/2020 07:00:00 - 28/07/2020 08:00:00","BZN|FI","Without sequence","25.03","",""
"28/07/2020 08:00:00 - 28/07/2020 09:00:00","BZN|FI","Without sequence","32.1","",""
"28/07/2020 09:00:00 - 28/07/2020 10:00:00","BZN|FI","Without sequence","47.93","",""
"28/07/2020 10:00:00 - 28/07/2020 11:00:00","BZN|FI","Without sequence","48.37","",""
"28/07/2020 11:00:00 - 28/07/2020 12:00:00","BZN|FI","Without sequence","44.54","",""
"28/07/2020 12:00:00 - 28/07/2020 13:00:00","BZN|FI","Without sequence","47.91","",""
"28/07/2020 13:00:00 - 28/07/2020 14:00:00","BZN|FI","Without sequence","43.78","",""
"28/07/2020 14:00:00 - 28/07/2020 15:00:00","BZN|FI","Without sequence","34.9","",""
"28/07/2020 15:00:00 - 28/07/2020 16:00:00","BZN|FI","Without sequence","30.88","",""
"28/07/2020 16:00:00 - 28/07/2020 17:00:00","BZN|FI","Without sequence","29.65","",""
"28/07/2020 17:00:00 - 28/07/2020 18:00:00","BZN|FI","Without sequence","32.94","",""
"28/07/2020 18:00:00 - 28/07/2020 19:00:00","BZN|FI","Without sequence","40.06","",""
"28/07/2020 19:00:00 - 28/07/2020 20:00:00","BZN|FI","Without sequence","31.74","",""
"28/07/2020 20:00:00 - 28/07/2020 21:00:00","BZN|FI","Without sequence","26.48","",""
"28/07/2020 21:00:00 - 28/07/2020 22:00:00","BZN|FI","Without sequence","23.26","",""
"28/07/2020 22:00:00 - 28/07/2020 23:00:00","BZN|FI","Without sequence","17.74","",""
"28/07/2020 23:00:00 - 29/07/2020 00:00:00","BZN|FI","Without sequence","9.82","",""
"29/07/2020 00:00:00 - 29/07/2020 01:00:00","BZN|FI","Without sequence","12.96","",""
"29/07/2020 01:00:00 - 29/07/2020 02:00:00","BZN|FI","Without sequence","2.57","",""
"29/07/2020 02:00:00 - 29/07/2020 03:00:00","BZN|FI","Without sequence","1.48","",""
"29/07/2020 03:00:00 - 29/07/2020 04:00:00","BZN|FI","Without sequence","1.34","",""
"29/07/2020 04:00:00 - 29/07/2020 05:00:00","BZN|FI","Without sequence","1.27","",""
"29/07/2020 05:00:00 - 29/07/2020 06:00:00","BZN|FI","Without sequence","16.33","",""
"29/07/2020 06:00:00 - 29/07/2020 07:00:00","BZN|FI","Without sequence","29.45","",""
"29/07/2020 07:00:00 - 29/07/2020 08:00:00","BZN|FI","Without sequence","32.92","",""
"29/07/2020 08:00:00 - 29/07/2020 09:00:00","BZN|FI","Without sequence","42.22","",""
"29/07/2020 09:00:00 - 29/07/2020 10:00:00","BZN|FI","Without sequence","39.98","",""
"29/07/2020 10:00:00 - 29/07/2020 11:00:00","BZN|FI","Without sequence","32.94","",""
"29/07/2020 11:00:00 - 29/07/2020 12:00:00","BZN|FI","Without sequence","28.59","",""
"29/07/2020 12:00:00 - 29/07/2020 13:00:00","BZN|FI","Without sequence","26.55","",""
"29/07/2020 13:00:00 - 29/07/2020 14:00:00","BZN|FI","Without sequence","35.94","",""
"29/07/2020 14:00:00 - 29/07/2020 15:00:00","BZN|FI","Without sequence","33.71","",""
"29/07/2020 15:00:00 - 29/07/2020 16:00:00","BZN|FI","Without sequence","30.88","",""
"29/07/2020 16:00:00 - 29/07/2020 17:00:00","BZN|FI","Without sequence","27.92","",""
"29/07/2020 17:00:00 - 29/07/2020 18:00:00","BZN|FI","Without sequence","27.51","",""
"29/07/2020 18:00:00 - 29/07/2020 19:00:00","BZN|FI","Without sequence","33.14","",""
"29/07/2020 19:00:00 - 29/07/2020 20:00:00","BZN|FI","Without sequence","31.89","",""
"29/07/2020 20:00:00 - 29/07/2020 21:00:00","BZN|FI","Without sequence","25.37","",""
"29/07/2020 21:00:00 - 29/07/2020 22:00:00","BZN|FI","Without sequence","29.38","",""
"29/07/2020 22:00:00 - 29/07/2020 23:00:00","BZN|FI","Without sequence","28.84","",""
"29/07/2020 23:00:00 - 30/07/2020 00:00:00","BZN|FI","Without sequence","10.08","",""
"30/07/2020 00:00:00 - 30/07/2020 01:00:00","BZN|FI","Without sequence","1.62","",""
"30/07/2020 01:00:00 - 30/07/2020 02:00:00","BZN|FI","Without sequence","1.45","",""
"30/07/2020 02:00:00 - 30/07/2020 03:00:00","BZN|FI","Without sequence","1.35","",""
"30/07/2020 03:00:00 - 30/07/2020 04:00:00","BZN|FI","Without sequence","0.93","",""
"30/07/2020 04:00:00 - 30/07/2020 05:00:00","BZN|FI","Without sequence","0.79","",""
"30/07/2020 05:00:00 - 30/07/2020 06:00:00","BZN|FI","Without sequence","1.43","",""
"30/07/2020 06:00:00 - 30/07/2020 07:00:00","BZN|FI","Without sequence","4.09","",""
"30/07/2020 07:00:00 - 30/07/2020 08:00:00","BZN|FI","Without sequence","30.09","",""
"30/07/2020 08:00:00 - 30/07/2020 09:00:00","BZN|FI","Without sequence","29.85","",""
"30/07/2020 09:00:00 - 30/07/2020 10:00:00","BZN|FI","Without sequence","33.9","",""
"30/07/2020 10:00:00 - 30/07/2020 11:00:00","BZN|FI","Without sequence","31.94","",""
"30/07/2020 11:00:00 - 30/07/2020 12:00:00","BZN|FI","Without sequence","39.2","",""
