"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"06/03/2022 02:00:00 - 06/03/2022 03:00:00","BZN|FI","Without sequence","30.09","",""
"06/03/2022 03:00:00 - 06/03/2022 04:00:00","BZN|FI","Without sequence","32.67","",""
"06/03/2022 04:00:00 - 06/03/2022 05:00:00","BZN|FI","Without sequence","42.97","",""
"06/03/2022 05:00:00 - 06/03/2022 06:00:00","BZN|FI","Without sequence","39.48","",""
"06/03/2022 06:00:00 - 06/03/2022 07:00:00","BZN|FI","Without sequence","40.38","",""
"06/03/2022 07:00:00 - 06/03/2022 08:00:00","BZN|FI","Without sequence","60.02","",""
"06/03/2022 08:00:00 - 06/03/2022 09:00:00","BZN|FI","Without sequence","67.54","",""
"06/03/2022 09:00:00 - 06/03/2022 10:00:00","BZN|FI","Without sequence","89.99","",""
"06/03/2022 10:00:00 - 06/03/2022 11:00:00","BZN|FI","Without sequence","70.09","",""
"06/03/2022 11:00:00 - 06/03/2022 12:00:00","BZN|FI","Without sequence","60.05","",""
"06/03/2022 12:00:00 - 06/03/2022 13:00:00","BZN|FI","Without sequence","48.93","",""
"06/03/2022 13:00:00 - 06/03/2022 14:00:00","BZN|FI","Without sequence","33.87","",""
"06/03/2022 14:00:00 - 06/03/2022 15:00:00","BZN|FI","Without sequence","25.08","",""
"06/03/2022 15:00:00 - 06/03/2022 16:00:00","BZN|FI","Without sequence","34.59","",""
"06/03/2022 16:00:00 - 06/03/2022 17:00:00","BZN|FI","Without sequence","50.31","",""
"06/03/2022 17:00:00 - 06/03/2022 18:00:00","BZN|FI","Without sequence","130.0","",""
"06/03/2022 18:00:00 - 06/03/2022 19:00:00","BZN|FI","Without sequence","130.08","",""
"06/03/2022 19:00:00 - 06/03/2022 20:00:00","BZN|FI","Without sequence","99.94","",""
"06/03/2022 20:00:00 - 06/03/2022 21:00:00","BZN|FI","Without sequence","69.67","",""
"06/03/2022 21:00:00 - 06/03/2022 22:00:00","BZN|FI","Without sequence","90.95","",""
"06/03/2022 22:00:00 - 06/03/2022 23:00:00","BZN|FI","Without sequence","77.75","",""
"06/03/2022 23:00:00 - 07/03/2022 00:00:00","BZN|FI","Without sequence","44.44","",""
"07/03/2022 00:00:00 - 07/03/2022 01:00:00","BZN|FI","Without sequence","55.02","",""
"07/03/2022 01:00:00 - 07/03/2022 02:00:00","BZN|FI","Without sequence","54.05","",""
"07/03/2022 02:00:00 - 07/03/2022 03:00:00","BZN|FI","Without sequence","50.06","",""
"07/03/2022 03:00:00 - 07/03/2022 04:00:00","BZN|FI","Without sequence","67.75","",""
"07/03/2022 04:00:00 - 07/03/2022 05:00:00","BZN|FI","Without sequence","109.96","",""
"07/03/2022 05:00:00 - 07/03/2022 06:00:00","BZN|FI","Without sequence","143.15","",""
"07/03/2022 06:00:00 - 07/03/2022 07:00:00","BZN|FI","Without sequence","225.1","",""
"07/03/2022 07:00:00 - 07/03/2022 08:00:00","BZN|FI","Without sequence","500.06","",""
"07/03/2022 08:00:00 - 07/03/2022 09:00:00","BZN|FI","Without sequence","502.65","",""
"07/03/2022 09:00:00 - 07/03/2022 10:00:00","BZN|FI","Without sequence","468.03","",""
"07/03/2022 10:00:00 - 07/03/2022 11:00:00","BZN|FI","Without sequence","338.8","",""
"07/03/2022 11:00:00 - 07/03/2022 12:00:00","BZN|FI","Without sequence","207.27","",""
"07/03/2022 12:00:00 - 07/03/2022 13:00:00","BZN|FI","Without sequence","199.9","",""
"07/03/2022 13:00:00 - 07/03/2022 14:00:00","BZN|FI","Without sequence","196.66","",""
"07/03/2022 14:00:00 - 07/03/2022 15:00:00","BZN|FI","Without sequence","191.07","",""
"07/03/2022 15:00:00 - 07/03/2022 16:00:00","BZN|FI","Without sequence","191.82","",""
"07/03/2022 16:00:00 - 07/03/2022 17:00:00","BZN|FI","Without sequence","140.0","",""
"07/03/2022 17:00:00 - 07/03/2022 18:00:00","BZN|FI","Without sequence","130.0","",""
"07/03/2022 18:00:00 - 07/03/2022 19:00:00","BZN|FI","Without sequence","130.08","",""
"07/03/2022 19:00:00 - 07/03/2022 20:00:00","BZN|FI","Without sequence","99.98","",""
"07/03/2022 20:00:00 - 07/03/2022 21:00:00","BZN|FI","Without sequence","62.28","",""
"07/03/2022 21:00:00 - 07/03/2022 22:00:00","BZN|FI","Without sequence","73.76","",""
"07/03/2022 22:00:00 - 07/03/2022 23:00:00","BZN|FI","Without sequence","94.8","",""
"07/03/2022 23:00:00 - 08/03/2022 00:00:00","BZN|FI","Without sequence","96.16","",""
"08/03/2022 00:00:00 - 08/03/2022 01:00:00","BZN|FI","Without sequence","69.0","",""
"08/03/2022 01:00:00 - 08/03/2022 02:00:00","BZN|FI","Without sequence","68.94","",""
"08/03/2022 02:00:00 - 08/03/2022 03:00:00","BZN|FI","Without sequence","89.36","",""
"08/03/2022 03:00:00 - 08/03/2022 04:00:00","BZN|FI","Without sequence","96.21","",""
"08/03/2022 04:00:00 - 08/03/2022 05:00:00","BZN|FI","Without sequence","113.71","",""
"08/03/2022 05:00:00 - 08/03/2022 06:00:00","BZN|FI","Without sequence","222.51","",""
"08/03/2022 06:00:00 - 08/03/2022 07:00:00","BZN|FI","Without sequence","237.03","",""
"08/03/2022 07:00:00 - 08/03/2022 08:00:00","BZN|FI","Without sequence","259.93","",""
"08/03/2022 08:00:00 - 08/03/2022 09:00:00","BZN|FI","Without sequence","259.91","",""
"08/03/2022 09:00:00 - 08/03/2022 10:00:00","BZN|FI","Without sequence","209.9","",""
"08/03/2022 10:00:00 - 08/03/2022 11:00:00","BZN|FI","Without sequence","229.12","",""
"08/03/2022 11:00:00 - 08/03/2022 12:00:00","BZN|FI","Without sequence","213.13","",""
"08/03/2022 12:00:00 - 08/03/2022 13:00:00","BZN|FI","Without sequence","207.86","",""
"08/03/2022 13:00:00 - 08/03/2022 14:00:00","BZN|FI","Without sequence","206.94","",""
"08/03/2022 14:00:00 - 08/03/2022 15:00:00","BZN|FI","Without sequence","159.91","",""
"08/03/2022 15:00:00 - 08/03/2022 16:00:00","BZN|FI","Without sequence","135.06","",""
"08/03/2022 16:00:00 - 08/03/2022 17:00:00","BZN|FI","Without sequence","132.03","",""
"08/03/2022 17:00:00 - 08/03/2022 18:00:00","BZN|FI","Without sequence","231.77","",""
"08/03/2022 18:00:00 - 08/03/2022 19:00:00","BZN|FI","Without sequence","273.58","",""
"08/03/2022 19:00:00 - 08/03/2022 20:00:00","BZN|FI","Without sequence","250.08","",""
"08/03/2022 20:00:00 - 08/03/2022 21:00:00","BZN|FI","Without sequence","132.78","",""
"08/03/2022 21:00:00 - 08/03/2022 22:00:00","BZN|FI","Without sequence","222.75","",""
"08/03/2022 22:00:00 - 08/03/2022 23:00:00","BZN|FI","Without sequence","215.9","",""
"08/03/2022 23:00:00 - 09/03/2022 00:00:00","BZN|FI","Without sequence","109.98","",""
"09/03/2022 00:00:00 - 09/03/2022 01:00:00","BZN|FI","Without sequence","150.18","",""
"09/03/2022 01:00:00 - 09/03/2022 02:00:00","BZN|FI","Without sequence","145.6","",""
"09/03/2022 02:00:00 - 09/03/2022 03:00:00","BZN|FI","Without sequence","143.05","",""
"09/03/2022 03:00:00 - 09/03/2022 04:00:00","BZN|FI","Without sequence","130.79","",""
"09/03/2022 04:00:00 - 09/03/2022 05:00:00","BZN|FI","Without sequence","164.38","",""
"09/03/2022 05:00:00 - 09/03/2022 06:00:00","BZN|FI","Without sequence","222.72","",""
"09/03/2022 06:00:00 - 09/03/2022 07:00:00","BZN|FI","Without sequence","249.92","",""
"09/03/2022 07:00:00 - 09/03/2022 08:00:00","BZN|FI","Without sequence","579.45","",""
"09/03/2022 08:00:00 - 09/03/2022 09:00:00","BZN|FI","Without sequence","541.45","",""
"09/03/2022 09:00:00 - 09/03/2022 10:00:00","BZN|FI","Without sequence","244.74","",""
"09/03/2022 10:00:00 - 09/03/2022 11:00:00","BZN|FI","Without sequence","199.92","",""
"09/03/2022 11:00:00 - 09/03/2022 12:00:00","BZN|FI","Without sequence","119.66","",""
"09/03/2022 12:00:00 - 09/03/2022 13:00:00","BZN|FI","Without sequence","110.64","",""
"09/03/2022 13:00:00 - 09/03/2022 14:00:00","BZN|FI","Without sequence","110.0","",""
"09/03/2022 14:00:00 - 09/03/2022 15:00:00","BZN|FI","Without sequence","109.98","",""
"09/03/2022 15:00:00 - 09/03/2022 16:00:00","BZN|FI","Without sequence","118.28","",""
"09/03/2022 16:00:00 - 09/03/2022 17:00:00","BZN|FI","Without sequence","118.49","",""
"09/03/2022 17:00:00 - 09/03/2022 18:00:00","BZN|FI","Without sequence","225.1","",""
"09/03/2022 18:00:00 - 09/03/2022 19:00:00","BZN|FI","Without sequence","199.95","",""
"09/03/2022 19:00:00 - 09/03/2022 20:00:00","BZN|FI","Without sequence","123.0","",""
"09/03/2022 20:00:00 - 09/03/2022 21:00:00","BZN|FI","Without sequence","76.79","",""
"09/03/2022 21:00:00 - 09/03/2022 22:00:00","BZN|FI","Without sequence","90.7","",""
"09/03/2022 22:00:00 - 09/03/2022 23:00:00","BZN|FI","Without sequence","78.82","",""
"09/03/2022 23:00:00 - 10/03/2022 00:00:00","BZN|FI","Without sequence","31.17","",""
"10/03/2022 00:00:00 - 10/03/2022 01:00:00","BZN|FI","Without sequence","21.65","",""
"10/03/2022 01:00:00 - 10/03/2022 02:00:00","BZN|FI","Without sequence","12.97","",""
"10/03/2022 02:00:00 - 10/03/2022 03:00:00","BZN|FI","Without sequence","12.92","",""
"10/03/2022 03:00:00 - 10/03/2022 04:00:00","BZN|FI","Without sequence","13.92","",""
"10/03/2022 04:00:00 - 10/03/2022 05:00:00","BZN|FI","Without sequence","20.34","",""
"10/03/2022 05:00:00 - 10/03/2022 06:00:00","BZN|FI","Without sequence","62.05","",""
"10/03/2022 06:00:00 - 10/03/2022 07:00:00","BZN|FI","Without sequence","72.68","",""
"10/03/2022 07:00:00 - 10/03/2022 08:00:00","BZN|FI","Without sequence","84.48","",""
"10/03/2022 08:00:00 - 10/03/2022 09:00:00","BZN|FI","Without sequence","79.0","",""
"10/03/2022 09:00:00 - 10/03/2022 10:00:00","BZN|FI","Without sequence","72.63","",""
"10/03/2022 10:00:00 - 10/03/2022 11:00:00","BZN|FI","Without sequence","64.49","",""
"10/03/2022 11:00:00 - 10/03/2022 12:00:00","BZN|FI","Without sequence","54.55","",""
"10/03/2022 12:00:00 - 10/03/2022 13:00:00","BZN|FI","Without sequence","53.68","",""
"10/03/2022 13:00:00 - 10/03/2022 14:00:00","BZN|FI","Without sequence","48.67","",""
"10/03/2022 14:00:00 - 10/03/2022 15:00:00","BZN|FI","Without sequence","49.71","",""
"10/03/2022 15:00:00 - 10/03/2022 16:00:00","BZN|FI","Without sequence","49.95","",""
"10/03/2022 16:00:00 - 10/03/2022 17:00:00","BZN|FI","Without sequence","55.68","",""
"10/03/2022 17:00:00 - 10/03/2022 18:00:00","BZN|FI","Without sequence","68.12","",""
"10/03/2022 18:00:00 - 10/03/2022 19:00:00","BZN|FI","Without sequence","79.02","",""
"10/03/2022 19:00:00 - 10/03/2022 20:00:00","BZN|FI","Without sequence","59.12","",""
"10/03/2022 20:00:00 - 10/03/2022 21:00:00","BZN|FI","Without sequence","45.37","",""
"10/03/2022 21:00:00 - 10/03/2022 22:00:00","BZN|FI","Without sequence","62.02","",""
"10/03/2022 22:00:00 - 10/03/2022 23:00:00","BZN|FI","Without sequence","50.16","",""
"10/03/2022 23:00:00 - 11/03/2022 00:00:00","BZN|FI","Without sequence","14.44","",""
"11/03/2022 00:00:00 - 11/03/2022 01:00:00","BZN|FI","Without sequence","30.17","",""
"11/03/2022 01:00:00 - 11/03/2022 02:00:00","BZN|FI","Without sequence","25.09","",""
"11/03/2022 02:00:00 - 11/03/2022 03:00:00","BZN|FI","Without sequence","25.04","",""
"11/03/2022 03:00:00 - 11/03/2022 04:00:00","BZN|FI","Without sequence","29.76","",""
"11/03/2022 04:00:00 - 11/03/2022 05:00:00","BZN|FI","Without sequence","50.08","",""
"11/03/2022 05:00:00 - 11/03/2022 06:00:00","BZN|FI","Without sequence","88.05","",""
"11/03/2022 06:00:00 - 11/03/2022 07:00:00","BZN|FI","Without sequence","168.43","",""
"11/03/2022 07:00:00 - 11/03/2022 08:00:00","BZN|FI","Without sequence","185.06","",""
"11/03/2022 08:00:00 - 11/03/2022 09:00:00","BZN|FI","Without sequence","112.35","",""
"11/03/2022 09:00:00 - 11/03/2022 10:00:00","BZN|FI","Without sequence","77.26","",""
"11/03/2022 10:00:00 - 11/03/2022 11:00:00","BZN|FI","Without sequence","86.6","",""
"11/03/2022 11:00:00 - 11/03/2022 12:00:00","BZN|FI","Without sequence","85.43","",""
"11/03/2022 12:00:00 - 11/03/2022 13:00:00","BZN|FI","Without sequence","88.36","",""
"11/03/2022 13:00:00 - 11/03/2022 14:00:00","BZN|FI","Without sequence","89.12","",""
"11/03/2022 14:00:00 - 11/03/2022 15:00:00","BZN|FI","Without sequence","84.72","",""
"11/03/2022 15:00:00 - 11/03/2022 16:00:00","BZN|FI","Without sequence","57.75","",""
"11/03/2022 16:00:00 - 11/03/2022 17:00:00","BZN|FI","Without sequence","39.53","",""
"11/03/2022 17:00:00 - 11/03/2022 18:00:00","BZN|FI","Without sequence","116.01","",""
"11/03/2022 18:00:00 - 11/03/2022 19:00:00","BZN|FI","Without sequence","170.06","",""
"11/03/2022 19:00:00 - 11/03/2022 20:00:00","BZN|FI","Without sequence","144.91","",""
"11/03/2022 20:00:00 - 11/03/2022 21:00:00","BZN|FI","Without sequence","74.8","",""
"11/03/2022 21:00:00 - 11/03/2022 22:00:00","BZN|FI","Without sequence","71.32","",""
"11/03/2022 22:00:00 - 11/03/2022 23:00:00","BZN|FI","Without sequence","66.96","",""
"11/03/2022 23:00:00 - 12/03/2022 00:00:00","BZN|FI","Without sequence","61.68","",""
"12/03/2022 00:00:00 - 12/03/2022 01:00:00","BZN|FI","Without sequence","67.28","",""
"12/03/2022 01:00:00 - 12/03/2022 02:00:00","BZN|FI","Without sequence","67.42","",""
"12/03/2022 02:00:00 - 12/03/2022 03:00:00","BZN|FI","Without sequence","71.21","",""
"12/03/2022 03:00:00 - 12/03/2022 04:00:00","BZN|FI","Without sequence","71.24","",""
"12/03/2022 04:00:00 - 12/03/2022 05:00:00","BZN|FI","Without sequence","72.93","",""
"12/03/2022 05:00:00 - 12/03/2022 06:00:00","BZN|FI","Without sequence","72.48","",""
"12/03/2022 06:00:00 - 12/03/2022 07:00:00","BZN|FI","Without sequence","86.91","",""
"12/03/2022 07:00:00 - 12/03/2022 08:00:00","BZN|FI","Without sequence","87.52","",""
"12/03/2022 08:00:00 - 12/03/2022 09:00:00","BZN|FI","Without sequence","79.07","",""
"12/03/2022 09:00:00 - 12/03/2022 10:00:00","BZN|FI","Without sequence","78.9","",""
"12/03/2022 10:00:00 - 12/03/2022 11:00:00","BZN|FI","Without sequence","72.95","",""
"12/03/2022 11:00:00 - 12/03/2022 12:00:00","BZN|FI","Without sequence","67.84","",""
"12/03/2022 12:00:00 - 12/03/2022 13:00:00","BZN|FI","Without sequence","71.16","",""
"12/03/2022 13:00:00 - 12/03/2022 14:00:00","BZN|FI","Without sequence","67.29","",""
"12/03/2022 14:00:00 - 12/03/2022 15:00:00","BZN|FI","Without sequence","59.93","",""
"12/03/2022 15:00:00 - 12/03/2022 16:00:00","BZN|FI","Without sequence","57.98","",""
"12/03/2022 16:00:00 - 12/03/2022 17:00:00","BZN|FI","Without sequence","83.43","",""
"12/03/2022 17:00:00 - 12/03/2022 18:00:00","BZN|FI","Without sequence","191.84","",""
"12/03/2022 18:00:00 - 12/03/2022 19:00:00","BZN|FI","Without sequence","204.15","",""
"12/03/2022 19:00:00 - 12/03/2022 20:00:00","BZN|FI","Without sequence","198.64","",""
"12/03/2022 20:00:00 - 12/03/2022 21:00:00","BZN|FI","Without sequence","168.85","",""
"12/03/2022 21:00:00 - 12/03/2022 22:00:00","BZN|FI","Without sequence","123.77","",""
"12/03/2022 22:00:00 - 12/03/2022 23:00:00","BZN|FI","Without sequence","103.01","",""
"12/03/2022 23:00:00 - 13/03/2022 00:00:00","BZN|FI","Without sequence","79.97","",""
"13/03/2022 00:00:00 - 13/03/2022 01:00:00","BZN|FI","Without sequence","99.7","",""
"13/03/2022 01:00:00 - 13/03/2022 02:00:00","BZN|FI","Without sequence","78.95","",""
"13/03/2022 02:00:00 - 13/03/2022 03:00:00","BZN|FI","Without sequence","73.92","",""
"13/03/2022 03:00:00 - 13/03/2022 04:00:00","BZN|FI","Without sequence","69.91","",""
"13/03/2022 04:00:00 - 13/03/2022 05:00:00","BZN|FI","Without sequence","80.01","",""
"13/03/2022 05:00:00 - 13/03/2022 06:00:00","BZN|FI","Without sequence","68.46","",""
"13/03/2022 06:00:00 - 13/03/2022 07:00:00","BZN|FI","Without sequence","70.04","",""
"13/03/2022 07:00:00 - 13/03/2022 08:00:00","BZN|FI","Without sequence","68.42","",""
"13/03/2022 08:00:00 - 13/03/2022 09:00:00","BZN|FI","Without sequence","75.63","",""
"13/03/2022 09:00:00 - 13/03/2022 10:00:00","BZN|FI","Without sequence","71.07","",""
"13/03/2022 10:00:00 - 13/03/2022 11:00:00","BZN|FI","Without sequence","54.81","",""
"13/03/2022 11:00:00 - 13/03/2022 12:00:00","BZN|FI","Without sequence","30.06","",""
"13/03/2022 12:00:00 - 13/03/2022 13:00:00","BZN|FI","Without sequence","19.05","",""
"13/03/2022 13:00:00 - 13/03/2022 14:00:00","BZN|FI","Without sequence","17.97","",""
"13/03/2022 14:00:00 - 13/03/2022 15:00:00","BZN|FI","Without sequence","17.95","",""
"13/03/2022 15:00:00 - 13/03/2022 16:00:00","BZN|FI","Without sequence","21.8","",""
"13/03/2022 16:00:00 - 13/03/2022 17:00:00","BZN|FI","Without sequence","30.06","",""
"13/03/2022 17:00:00 - 13/03/2022 18:00:00","BZN|FI","Without sequence","68.06","",""
"13/03/2022 18:00:00 - 13/03/2022 19:00:00","BZN|FI","Without sequence","118.02","",""
"13/03/2022 19:00:00 - 13/03/2022 20:00:00","BZN|FI","Without sequence","78.86","",""
"13/03/2022 20:00:00 - 13/03/2022 21:00:00","BZN|FI","Without sequence","57.97","",""
"13/03/2022 21:00:00 - 13/03/2022 22:00:00","BZN|FI","Without sequence","66.04","",""
"13/03/2022 22:00:00 - 13/03/2022 23:00:00","BZN|FI","Without sequence","53.85","",""
"13/03/2022 23:00:00 - 14/03/2022 00:00:00","BZN|FI","Without sequence","37.62","",""
"14/03/2022 00:00:00 - 14/03/2022 01:00:00","BZN|FI","Without sequence","44.65","",""
"14/03/2022 01:00:00 - 14/03/2022 02:00:00","BZN|FI","Without sequence","42.56","",""
"14/03/2022 02:00:00 - 14/03/2022 03:00:00","BZN|FI","Without sequence","48.99","",""
"14/03/2022 03:00:00 - 14/03/2022 04:00:00","BZN|FI","Without sequence","53.21","",""
"14/03/2022 04:00:00 - 14/03/2022 05:00:00","BZN|FI","Without sequence","57.89","",""
"14/03/2022 05:00:00 - 14/03/2022 06:00:00","BZN|FI","Without sequence","119.95","",""
"14/03/2022 06:00:00 - 14/03/2022 07:00:00","BZN|FI","Without sequence","119.91","",""
"14/03/2022 07:00:00 - 14/03/2022 08:00:00","BZN|FI","Without sequence","215.64","",""
"14/03/2022 08:00:00 - 14/03/2022 09:00:00","BZN|FI","Without sequence","229.59","",""
"14/03/2022 09:00:00 - 14/03/2022 10:00:00","BZN|FI","Without sequence","119.98","",""
"14/03/2022 10:00:00 - 14/03/2022 11:00:00","BZN|FI","Without sequence","204.21","",""
"14/03/2022 11:00:00 - 14/03/2022 12:00:00","BZN|FI","Without sequence","146.36","",""
"14/03/2022 12:00:00 - 14/03/2022 13:00:00","BZN|FI","Without sequence","109.94","",""
"14/03/2022 13:00:00 - 14/03/2022 14:00:00","BZN|FI","Without sequence","105.05","",""
"14/03/2022 14:00:00 - 14/03/2022 15:00:00","BZN|FI","Without sequence","102.56","",""
"14/03/2022 15:00:00 - 14/03/2022 16:00:00","BZN|FI","Without sequence","109.91","",""
"14/03/2022 16:00:00 - 14/03/2022 17:00:00","BZN|FI","Without sequence","115.8","",""
"14/03/2022 17:00:00 - 14/03/2022 18:00:00","BZN|FI","Without sequence","117.56","",""
"14/03/2022 18:00:00 - 14/03/2022 19:00:00","BZN|FI","Without sequence","117.79","",""
"14/03/2022 19:00:00 - 14/03/2022 20:00:00","BZN|FI","Without sequence","109.98","",""
"14/03/2022 20:00:00 - 14/03/2022 21:00:00","BZN|FI","Without sequence","80.44","",""
"14/03/2022 21:00:00 - 14/03/2022 22:00:00","BZN|FI","Without sequence","83.27","",""
"14/03/2022 22:00:00 - 14/03/2022 23:00:00","BZN|FI","Without sequence","79.9","",""
"14/03/2022 23:00:00 - 15/03/2022 00:00:00","BZN|FI","Without sequence","52.16","",""
"15/03/2022 00:00:00 - 15/03/2022 01:00:00","BZN|FI","Without sequence","58.29","",""
"15/03/2022 01:00:00 - 15/03/2022 02:00:00","BZN|FI","Without sequence","51.9","",""
"15/03/2022 02:00:00 - 15/03/2022 03:00:00","BZN|FI","Without sequence","52.4","",""
"15/03/2022 03:00:00 - 15/03/2022 04:00:00","BZN|FI","Without sequence","58.84","",""
"15/03/2022 04:00:00 - 15/03/2022 05:00:00","BZN|FI","Without sequence","69.04","",""
"15/03/2022 05:00:00 - 15/03/2022 06:00:00","BZN|FI","Without sequence","119.96","",""
"15/03/2022 06:00:00 - 15/03/2022 07:00:00","BZN|FI","Without sequence","175.0","",""
"15/03/2022 07:00:00 - 15/03/2022 08:00:00","BZN|FI","Without sequence","174.98","",""
"15/03/2022 08:00:00 - 15/03/2022 09:00:00","BZN|FI","Without sequence","109.97","",""
"15/03/2022 09:00:00 - 15/03/2022 10:00:00","BZN|FI","Without sequence","109.98","",""
"15/03/2022 10:00:00 - 15/03/2022 11:00:00","BZN|FI","Without sequence","206.39","",""
"15/03/2022 11:00:00 - 15/03/2022 12:00:00","BZN|FI","Without sequence","131.76","",""
"15/03/2022 12:00:00 - 15/03/2022 13:00:00","BZN|FI","Without sequence","145.57","",""
"15/03/2022 13:00:00 - 15/03/2022 14:00:00","BZN|FI","Without sequence","119.99","",""
"15/03/2022 14:00:00 - 15/03/2022 15:00:00","BZN|FI","Without sequence","127.28","",""
"15/03/2022 15:00:00 - 15/03/2022 16:00:00","BZN|FI","Without sequence","123.65","",""
"15/03/2022 16:00:00 - 15/03/2022 17:00:00","BZN|FI","Without sequence","174.93","",""
"15/03/2022 17:00:00 - 15/03/2022 18:00:00","BZN|FI","Without sequence","213.12","",""
"15/03/2022 18:00:00 - 15/03/2022 19:00:00","BZN|FI","Without sequence","236.7","",""
"15/03/2022 19:00:00 - 15/03/2022 20:00:00","BZN|FI","Without sequence","134.0","",""
"15/03/2022 20:00:00 - 15/03/2022 21:00:00","BZN|FI","Without sequence","95.1","",""
"15/03/2022 21:00:00 - 15/03/2022 22:00:00","BZN|FI","Without sequence","115.97","",""
"15/03/2022 22:00:00 - 15/03/2022 23:00:00","BZN|FI","Without sequence","105.07","",""
"15/03/2022 23:00:00 - 16/03/2022 00:00:00","BZN|FI","Without sequence","66.62","",""
"16/03/2022 00:00:00 - 16/03/2022 01:00:00","BZN|FI","Without sequence","70.03","",""
"16/03/2022 01:00:00 - 16/03/2022 02:00:00","BZN|FI","Without sequence","68.08","",""
"16/03/2022 02:00:00 - 16/03/2022 03:00:00","BZN|FI","Without sequence","68.72","",""
"16/03/2022 03:00:00 - 16/03/2022 04:00:00","BZN|FI","Without sequence","68.94","",""
"16/03/2022 04:00:00 - 16/03/2022 05:00:00","BZN|FI","Without sequence","87.62","",""
"16/03/2022 05:00:00 - 16/03/2022 06:00:00","BZN|FI","Without sequence","150.0","",""
"16/03/2022 06:00:00 - 16/03/2022 07:00:00","BZN|FI","Without sequence","190.81","",""
"16/03/2022 07:00:00 - 16/03/2022 08:00:00","BZN|FI","Without sequence","110.0","",""
"16/03/2022 08:00:00 - 16/03/2022 09:00:00","BZN|FI","Without sequence","80.03","",""
"16/03/2022 09:00:00 - 16/03/2022 10:00:00","BZN|FI","Without sequence","100.01","",""
"16/03/2022 10:00:00 - 16/03/2022 11:00:00","BZN|FI","Without sequence","109.96","",""
"16/03/2022 11:00:00 - 16/03/2022 12:00:00","BZN|FI","Without sequence","119.92","",""
"16/03/2022 12:00:00 - 16/03/2022 13:00:00","BZN|FI","Without sequence","109.92","",""
"16/03/2022 13:00:00 - 16/03/2022 14:00:00","BZN|FI","Without sequence","93.13","",""
"16/03/2022 14:00:00 - 16/03/2022 15:00:00","BZN|FI","Without sequence","73.35","",""
"16/03/2022 15:00:00 - 16/03/2022 16:00:00","BZN|FI","Without sequence","56.32","",""
"16/03/2022 16:00:00 - 16/03/2022 17:00:00","BZN|FI","Without sequence","57.59","",""
"16/03/2022 17:00:00 - 16/03/2022 18:00:00","BZN|FI","Without sequence","60.09","",""
"16/03/2022 18:00:00 - 16/03/2022 19:00:00","BZN|FI","Without sequence","59.95","",""
"16/03/2022 19:00:00 - 16/03/2022 20:00:00","BZN|FI","Without sequence","53.66","",""
"16/03/2022 20:00:00 - 16/03/2022 21:00:00","BZN|FI","Without sequence","39.32","",""
"16/03/2022 21:00:00 - 16/03/2022 22:00:00","BZN|FI","Without sequence","44.25","",""
"16/03/2022 22:00:00 - 16/03/2022 23:00:00","BZN|FI","Without sequence","40.84","",""
"16/03/2022 23:00:00 - 17/03/2022 00:00:00","BZN|FI","Without sequence","16.0","",""
"17/03/2022 00:00:00 - 17/03/2022 01:00:00","BZN|FI","Without sequence","14.49","",""
"17/03/2022 01:00:00 - 17/03/2022 02:00:00","BZN|FI","Without sequence","14.36","",""
"17/03/2022 02:00:00 - 17/03/2022 03:00:00","BZN|FI","Without sequence","14.41","",""
"17/03/2022 03:00:00 - 17/03/2022 04:00:00","BZN|FI","Without sequence","14.52","",""
"17/03/2022 04:00:00 - 17/03/2022 05:00:00","BZN|FI","Without sequence","14.6","",""
"17/03/2022 05:00:00 - 17/03/2022 06:00:00","BZN|FI","Without sequence","19.39","",""
"17/03/2022 06:00:00 - 17/03/2022 07:00:00","BZN|FI","Without sequence","40.11","",""
"17/03/2022 07:00:00 - 17/03/2022 08:00:00","BZN|FI","Without sequence","47.32","",""
"17/03/2022 08:00:00 - 17/03/2022 09:00:00","BZN|FI","Without sequence","53.24","",""
"17/03/2022 09:00:00 - 17/03/2022 10:00:00","BZN|FI","Without sequence","58.55","",""
"17/03/2022 10:00:00 - 17/03/2022 11:00:00","BZN|FI","Without sequence","73.99","",""
"17/03/2022 11:00:00 - 17/03/2022 12:00:00","BZN|FI","Without sequence","65.1","",""
"17/03/2022 12:00:00 - 17/03/2022 13:00:00","BZN|FI","Without sequence","41.02","",""
"17/03/2022 13:00:00 - 17/03/2022 14:00:00","BZN|FI","Without sequence","17.97","",""
"17/03/2022 14:00:00 - 17/03/2022 15:00:00","BZN|FI","Without sequence","15.71","",""
"17/03/2022 15:00:00 - 17/03/2022 16:00:00","BZN|FI","Without sequence","13.79","",""
"17/03/2022 16:00:00 - 17/03/2022 17:00:00","BZN|FI","Without sequence","13.18","",""
"17/03/2022 17:00:00 - 17/03/2022 18:00:00","BZN|FI","Without sequence","19.5","",""
"17/03/2022 18:00:00 - 17/03/2022 19:00:00","BZN|FI","Without sequence","30.08","",""
"17/03/2022 19:00:00 - 17/03/2022 20:00:00","BZN|FI","Without sequence","18.95","",""
"17/03/2022 20:00:00 - 17/03/2022 21:00:00","BZN|FI","Without sequence","13.11","",""
"17/03/2022 21:00:00 - 17/03/2022 22:00:00","BZN|FI","Without sequence","13.06","",""
